		0.02	110.222	118.957	158.236	50.0	21.5
0.000	0.000	21.48	112.084	121.806	162.430	50.0	33.8
0.000	0.000	21.50	112.606	121.670	162.955	50.0	36.3
0.000	0.000	21.52	112.615	121.702	162.820	50.0	34.4
0.000	0.000	21.54	111.890	121.702	162.472	50.0	34.1
0.000	0.000	21.56	112.529	121.579	162.795	50.0	37.1
0.000	0.000	21.58	112.449	121.712	162.760	50.0	36.2
0.000	0.000	21.60	111.954	121.560	162.315	50.0	33.2
0.000	0.000	21.62	112.132	121.669	162.452	50.0	37.2
0.000	0.000	21.64	112.237	121.350	162.407	50.0	35.0
0.000	0.000	21.66	111.799	121.324	162.048	50.0	35.2
0.000	0.000	21.68	112.236	121.381	162.469	50.0	34.9
0.000	0.000	21.70	112.374	121.084	162.445	50.0	35.8
0.000	0.000	21.72	111.770	121.125	161.941	50.0	34.0
0.000	0.000	21.74	112.201	121.270	162.188	50.0	35.2
0.000	0.000	21.76	112.341	121.111	162.284	50.0	35.0
0.000	0.000	21.78	111.774	121.155	161.867	50.0	36.1
0.000	0.000	21.80	112.197	121.334	162.150	50.0	37.3
0.000	0.000	21.82	112.456	121.427	162.475	50.0	35.8
0.000	0.000	21.84	112.095	121.414	162.326	50.0	34.7
0.000	0.000	21.86	112.624	121.481	162.894	50.0	38.4
0.000	0.000	21.88	112.621	121.339	162.834	50.0	36.5
0.000	0.000	21.90	111.909	121.284	162.287	50.0	33.4
0.000	0.000	21.92	112.259	121.450	162.675	50.0	37.2
0.000	0.000	21.94	112.440	121.281	162.764	50.0	35.4
0.000	0.000	21.96	111.838	121.305	162.259	50.0	34.0
0.000	0.000	21.98	112.296	121.516	162.557	50.0	36.4
0.000	0.000	22.00	112.350	121.412	162.587	50.0	32.7
0.000	0.000	22.02	111.940	121.441	162.128	50.0	33.8
0.000	0.000	22.04	112.184	121.566	162.443	50.0	32.7
0.000	0.000	22.06	112.251	121.547	162.441	50.0	35.4
0.000	0.000	22.08	112.081	121.410	162.246	50.0	34.4
0.000	0.000	22.10	112.497	121.541	162.728	50.0	36.2
0.000	0.000	22.12	112.610	121.387	162.701	50.0	36.0
0.000	0.000	22.14	111.799	121.477	162.121	50.0	34.0
0.000	0.000	22.16	112.589	121.439	162.699	50.0	38.2
0.000	0.000	22.18	112.192	121.683	162.446	50.0	35.6
0.000	0.000	22.20	111.873	121.495	162.232	50.0	35.2
0.000	0.000	22.22	112.232	121.702	162.486	50.0	37.3
0.000	0.000	22.24	112.249	121.748	162.480	50.0	35.7
0.000	0.000	22.26	111.982	121.749	162.185	50.0	33.9
0.000	0.000	22.28	112.239	121.852	162.401	50.0	36.4
0.000	0.000	22.30	112.258	121.845	162.370	50.0	37.2
0.000	0.000	22.32	111.993	121.651	162.214	50.0	35.1
0.000	0.000	22.34	112.575	121.797	162.789	50.0	34.8
0.000	0.000	22.36	112.601	121.595	162.534	50.0	35.7
0.000	0.000	22.38	111.796	121.339	161.835	50.0	37.1
0.000	0.000	22.40	112.284	121.244	162.316	50.0	37.5
0.000	0.000	22.42	112.211	121.237	162.388	50.0	36.1
0.000	0.000	22.44	111.884	121.238	161.860	50.0	35.6
0.000	0.000	22.46	112.159	121.386	162.243	50.0	37.9
0.000	0.000	22.48	112.225	121.263	162.278	50.0	37.0
0.000	0.000	22.50	111.821	121.203	161.967	50.0	34.1
0.000	0.000	22.52	112.083	121.456	162.209	50.0	37.7
0.000	0.000	22.54	111.903	121.403	162.090	50.0	37.6
0.000	0.000	22.56	111.718	121.293	161.956	50.0	35.3
0.000	0.000	22.58	111.787	121.294	161.722	50.0	36.0
0.000	0.000	22.60	111.625	121.210	161.685	50.0	37.0
0.000	0.000	22.62	111.654	121.202	161.709	50.0	35.1
0.000	0.000	22.64	112.045	121.357	162.030	50.0	35.9
0.000	0.000	22.66	112.378	121.150	162.099	50.0	37.2
0.000	0.000	22.68	111.694	121.215	161.655	50.0	35.4
0.000	0.000	22.70	112.022	121.386	161.875	50.0	37.4
0.000	0.000	22.72	112.188	121.394	162.017	50.0	33.5
0.000	0.000	22.74	111.900	121.352	161.656	50.0	35.2
0.000	0.000	22.76	112.170	121.464	161.918	50.0	35.4
0.000	0.000	22.78	112.217	121.305	162.213	50.0	33.8
0.000	0.000	22.80	112.069	121.416	161.886	50.0	31.1
0.000	0.000	22.82	112.554	121.441	162.492	50.0	34.8
0.000	0.000	22.84	112.582	121.267	162.627	50.0	35.2
0.000	0.000	22.86	111.870	121.349	161.893	50.0	31.4
0.000	0.000	22.88	112.254	121.546	162.262	50.0	34.8
0.000	0.000	22.90	112.528	121.283	162.489	50.0	34.1
0.000	0.000	22.92	112.041	121.439	161.884	50.0	35.5
0.000	0.000	22.94	112.280	121.629	162.273	50.0	33.2
0.000	0.000	22.96	112.401	121.424	162.419	50.0	36.1
0.000	0.000	22.98	112.020	121.553	161.975	50.0	35.6
0.000	0.000	23.00	112.325	121.744	162.365	50.0	36.6
0.000	0.000	23.02	112.312	121.761	162.358	50.0	35.8
0.000	0.000	23.04	112.060	121.702	162.082	50.0	35.7
0.000	0.000	23.06	112.651	121.801	162.599	50.0	36.2
0.000	0.000	23.08	112.831	121.592	162.697	50.0	35.0
0.000	0.000	23.10	111.992	121.643	162.155	50.0	34.7
0.000	0.000	23.12	112.338	121.664	162.526	50.0	37.8
0.000	0.000	23.14	112.453	121.586	162.501	50.0	35.1
0.000	0.000	23.16	111.882	121.643	162.085	50.0	33.5
0.000	0.000	23.18	112.220	121.788	162.259	50.0	35.3
0.000	0.000	23.20	112.306	121.496	162.522	50.0	35.2
0.000	0.000	23.22	111.731	121.522	161.995	50.0	32.8
0.000	0.000	23.24	112.251	121.475	162.462	50.0	33.2
0.000	0.000	23.26	112.060	121.671	162.224	50.0	34.4
0.000	0.000	23.28	111.817	121.555	161.882	50.0	34.3
0.000	0.000	23.30	112.397	121.467	162.363	50.0	35.4
0.000	0.000	23.32	112.484	121.242	162.590	50.0	36.0
0.000	0.000	23.34	111.571	121.273	161.848	50.0	36.0
0.000	0.000	23.36	112.152	121.253	162.336	50.0	37.3
0.000	0.000	23.38	112.236	121.319	162.205	50.0	34.1
0.000	0.000	23.40	111.817	121.312	161.855	50.0	35.2
0.000	0.000	23.42	112.343	121.205	162.470	50.0	36.8
0.000	0.000	23.44	112.313	121.297	162.301	50.0	35.3
0.000	0.000	23.46	111.813	121.307	161.996	50.0	32.6
0.000	0.000	23.48	112.213	121.541	162.262	50.0	36.8
0.000	0.000	23.50	112.363	121.303	162.460	50.0	35.4
0.000	0.000	23.52	111.826	121.388	162.058	50.0	34.8
0.000	0.000	23.54	111.798	121.412	162.033	50.0	34.7
0.000	0.000	23.56	111.894	121.305	162.172	50.0	35.8
0.000	0.000	23.58	111.772	121.390	162.013	50.0	35.9
0.000	0.000	23.60	112.078	121.572	162.431	50.0	34.8
0.000	0.000	23.62	112.145	121.328	162.483	50.0	35.8
0.000	0.000	23.64	111.668	121.471	162.151	50.0	36.1
0.000	0.000	23.66	112.368	121.434	162.565	50.0	37.3
0.000	0.000	23.68	112.149	121.419	162.642	50.0	35.8
0.000	0.000	23.70	111.677	121.603	162.247	50.0	35.5
0.000	0.000	23.72	112.106	121.800	162.493	50.0	36.4
0.000	0.000	23.74	112.263	121.661	162.538	50.0	36.4
0.000	0.000	23.76	111.737	121.705	162.202	50.0	33.0
0.000	0.000	23.78	112.360	121.853	162.636	50.0	36.9
0.000	0.000	23.80	112.529	121.691	162.777	50.0	36.4
0.000	0.000	23.82	111.923	121.777	162.099	50.0	34.8
0.000	0.000	23.84	112.381	121.720	162.568	50.0	36.8
0.000	0.000	23.86	112.351	121.670	162.603	50.0	35.6
0.000	0.000	23.88	111.928	121.778	162.238	50.0	36.1
0.000	0.000	23.90	112.463	121.714	162.743	50.0	34.1
0.000	0.000	23.92	112.266	121.692	162.654	50.0	29.6
0.000	0.000	23.94	111.791	121.671	162.294	50.0	23.4
0.000	0.000	23.96	112.156	121.521	162.571	50.0	29.0
0.000	0.000	23.98	112.033	121.714	162.356	50.0	27.9
0.000	0.000	24.00	111.713	121.572	162.178	50.0	29.3
0.000	0.000	24.02	112.187	121.601	162.527	50.0	31.6
0.000	0.000	24.04	112.508	121.409	162.574	50.0	33.8
0.000	0.000	24.06	111.587	121.487	161.883	50.0	35.0
0.000	0.000	24.08	112.171	121.431	162.286	50.0	33.3
0.000	0.000	24.10	112.204	121.397	162.365	50.0	30.5
0.000	0.000	24.12	111.641	121.478	161.929	50.0	35.9
0.000	0.000	24.14	112.230	121.425	162.470	50.0	36.7
0.000	0.000	24.16	112.179	121.486	162.358	50.0	32.2
0.000	0.000	24.18	111.721	121.496	162.038	50.0	28.4
0.000	0.000	24.20	112.148	121.432	162.403	50.0	37.4
0.000	0.000	24.22	111.927	121.577	162.350	50.0	36.7
0.000	0.000	24.24	111.658	121.471	162.113	50.0	33.2
0.000	0.000	24.26	112.317	121.503	162.605	50.0	36.0
0.000	0.000	24.28	112.410	121.347	162.667	50.0	37.0
0.000	0.000	24.30	111.642	121.451	161.979	50.0	34.7
0.000	0.000	24.32	112.250	121.431	162.458	50.0	34.9
0.000	0.000	24.34	112.236	121.386	162.527	50.0	34.7
0.000	0.000	24.36	111.764	121.501	162.035	50.0	35.3
0.000	0.000	24.38	112.226	121.533	162.367	50.0	34.5
0.000	0.000	24.40	112.270	121.495	162.463	50.0	35.4
0.000	0.000	24.42	111.757	121.613	161.959	50.0	33.2
0.000	0.000	24.44	112.450	121.637	162.441	50.0	35.8
0.000	0.000	24.46	112.083	121.807	162.387	50.0	33.9
0.000	0.000	24.48	111.968	121.781	162.069	50.0	34.1
0.000	0.000	24.50	111.877	121.850	162.156	50.0	35.5
0.000	0.000	24.52	112.198	121.630	162.345	50.0	34.7
0.000	0.000	24.54	111.754	121.849	162.032	50.0	33.7
0.000	0.000	24.56	112.329	121.707	162.564	50.0	32.5
0.000	0.000	24.58	112.258	121.749	162.501	50.0	35.9
0.000	0.000	24.60	111.838	121.863	162.119	50.0	33.5
0.000	0.000	24.62	112.199	122.046	162.484	50.0	36.4
0.000	0.000	24.64	112.370	121.906	162.633	50.0	37.0
0.000	0.000	24.66	111.908	121.979	162.294	50.0	34.6
0.000	0.000	24.68	112.510	121.946	162.704	50.0	34.6
0.000	0.000	24.70	112.310	122.154	162.518	50.0	34.0
0.000	0.000	24.72	111.990	122.024	162.238	50.0	33.6
0.000	0.000	24.74	112.497	122.000	162.716	50.0	35.5
0.000	0.000	24.76	112.579	121.795	162.722	50.0	35.8
0.000	0.000	24.78	111.765	121.899	162.004	50.0	38.1
0.000	0.000	24.80	112.396	121.734	162.388	50.0	37.6
0.000	0.000	24.82	112.268	121.690	162.398	50.0	27.6
0.000	0.000	24.84	111.608	121.713	161.957	50.0	34.2
0.000	0.000	24.86	112.090	121.580	162.376	50.0	34.6
0.000	0.000	24.88	112.159	121.640	162.397	50.0	36.3
0.000	0.000	24.90	111.684	121.609	162.073	50.0	31.3
0.000	0.000	24.92	112.185	121.509	162.492	50.0	32.2
0.000	0.000	24.94	112.043	121.684	162.251	50.0	36.7
0.000	0.000	24.96	111.739	121.571	161.988	50.0	35.6
0.000	0.000	24.98	112.376	121.578	162.527	50.0	37.4
0.000	0.000	25.00	112.520	121.411	162.556	50.0	36.6
0.000	0.000	25.02	111.772	121.376	161.963	50.0	34.9
0.000	0.000	25.04	112.359	121.410	162.447	50.0	35.3
0.000	0.000	25.06	112.336	121.413	162.408	50.0	36.9
0.000	0.000	25.08	111.878	121.514	161.930	50.0	35.4
0.000	0.000	25.10	112.357	121.506	162.387	50.0	36.6
0.000	0.000	25.12	112.282	121.517	162.408	50.0	35.0
0.000	0.000	25.14	111.827	121.619	161.891	50.0	33.6
0.000	0.000	25.16	112.468	121.518	162.578	50.0	35.5
0.000	0.000	25.18	112.195	121.841	162.277	50.0	32.8
0.000	0.000	25.20	111.964	121.720	162.087	50.0	35.5
0.000	0.000	25.22	112.581	121.813	162.589	50.0	30.6
0.000	0.000	25.24	112.568	121.703	162.708	50.0	32.1
0.000	0.000	25.26	111.871	121.792	162.063	50.0	28.1
0.000	0.000	25.28	112.620	121.789	162.461	50.0	32.2
0.000	0.000	25.30	112.595	121.765	162.471	50.0	32.0
0.000	0.000	25.32	112.097	121.887	162.093	50.0	34.7
0.000	0.000	25.34	112.608	121.869	162.631	50.0	36.5
0.000	0.000	25.36	112.696	121.880	162.650	50.0	35.9
0.000	0.000	25.38	112.164	122.026	162.108	50.0	35.8
0.000	0.000	25.40	112.421	122.189	162.493	50.0	35.9
0.000	0.000	25.42	112.698	121.874	162.821	50.0	35.9
0.000	0.000	25.44	112.128	122.033	162.247	50.0	34.7
0.000	0.000	25.46	112.349	122.052	162.354	50.0	35.8
0.000	0.000	25.48	112.618	121.976	162.428	50.0	34.2
0.000	0.000	25.50	112.159	122.031	162.177	50.0	35.2
0.000	0.000	25.52	112.561	122.133	162.510	50.0	36.4
0.000	0.000	25.54	112.503	122.017	162.636	50.0	35.5
0.000	0.000	25.56	112.195	122.042	162.218	50.0	31.8
0.000	0.000	25.58	112.438	122.123	162.483	50.0	36.2
0.000	0.000	25.60	112.653	121.881	162.667	50.0	36.4
0.000	0.000	25.62	112.058	121.897	162.196	50.0	35.4
0.000	0.000	25.64	112.297	121.882	162.351	50.0	35.6
0.000	0.000	25.66	112.164	121.943	162.096	50.0	37.1
0.000	0.000	25.68	111.946	121.724	161.910	50.0	35.4
0.000	0.000	25.70	112.461	121.725	162.421	50.0	36.9
0.000	0.000	25.72	112.646	121.579	162.573	50.0	35.4
0.000	0.000	25.74	111.806	121.653	162.021	50.0	36.1
0.000	0.000	25.76	112.500	121.536	162.511	50.0	37.1
0.000	0.000	25.78	112.389	121.592	162.384	50.0	36.3
0.000	0.000	25.80	112.068	121.595	162.004	50.0	33.8
0.000	0.000	25.82	112.364	121.809	162.256	50.0	35.3
0.000	0.000	25.84	112.469	121.528	162.262	50.0	34.4
0.000	0.000	25.86	111.967	121.677	161.963	50.0	32.3
0.000	0.000	25.88	112.262	121.785	162.291	50.0	36.9
0.000	0.000	25.90	112.387	121.551	162.368	50.0	36.0
0.000	0.000	25.92	111.968	121.597	161.994	50.0	35.7
0.000	0.000	25.94	112.496	121.696	162.558	50.0	34.3
0.000	0.000	25.96	112.606	121.530	162.580	50.0	35.6
0.000	0.000	25.98	111.839	121.705	161.834	50.0	34.7
0.000	0.000	26.00	112.626	121.703	162.414	50.0	36.6
0.000	0.000	26.02	112.607	121.803	162.298	50.0	34.7
0.000	0.000	26.04	112.073	121.853	161.836	50.0	36.3
0.000	0.000	26.06	112.658	122.092	162.366	50.0	34.4
0.000	0.000	26.08	112.795	121.882	162.330	50.0	35.5
0.000	0.000	26.10	112.273	121.972	161.942	50.0	33.5
0.000	0.000	26.12	112.689	122.187	162.325	50.0	35.5
0.000	0.000	26.14	112.730	121.971	162.443	50.0	34.8
0.000	0.000	26.16	112.416	122.047	161.940	50.0	32.0
0.000	0.000	26.18	112.920	122.135	162.440	50.0	35.4
0.000	0.000	26.20	112.907	122.021	162.512	50.0	36.8
0.000	0.000	26.22	112.207	122.093	161.802	50.0	35.1
0.000	0.000	26.24	112.845	122.070	162.318	50.0	33.9
0.000	0.000	26.26	112.893	122.108	162.156	50.0	36.3
0.000	0.000	26.28	112.391	122.190	161.697	50.0	34.8
0.000	0.000	26.30	112.807	122.416	162.134	50.0	34.6
0.000	0.000	26.32	112.954	122.232	161.953	50.0	33.5
0.000	0.000	26.34	112.403	122.184	161.473	50.0	34.2
0.000	0.000	26.36	112.713	122.305	161.838	50.0	36.1
0.000	0.000	26.38	112.878	122.041	161.960	50.0	33.9
0.000	0.000	26.40	112.231	121.994	161.471	50.0	34.0
0.000	0.000	26.42	112.262	121.932	161.213	50.0	35.5
0.000	0.000	26.44	112.468	121.564	161.445	50.0	34.5
0.000	0.000	26.46	112.113	121.721	161.225	50.0	32.5
0.000	0.000	26.48	112.414	121.748	161.476	50.0	37.4
0.000	0.000	26.50	112.589	121.568	161.469	50.0	36.9
0.000	0.000	26.52	112.012	121.543	161.125	50.0	35.1
0.000	0.000	26.54	112.263	121.652	161.283	50.0	34.7
0.000	0.000	26.56	112.402	121.366	161.427	50.0	36.2
0.000	0.000	26.58	111.865	121.359	160.819	50.0	34.0
0.000	0.000	26.60	112.161	121.426	161.097	50.0	36.2
0.000	0.000	26.62	112.255	121.312	161.185	50.0	34.5
0.000	0.000	26.64	111.768	121.336	160.754	50.0	35.7
0.000	0.000	26.66	112.087	121.359	161.183	50.0	34.7
0.000	0.000	26.68	112.357	121.107	161.349	50.0	36.5
0.000	0.000	26.70	111.554	121.138	160.408	50.0	32.8
0.000	0.000	26.72	112.015	120.917	160.788	50.0	36.6
0.000	0.000	26.74	111.833	120.889	160.406	50.0	34.7
0.000	0.000	26.76	111.339	121.023	160.074	50.0	33.4
0.000	0.000	26.78	111.592	121.226	160.329	50.0	33.4
0.000	0.000	26.80	111.920	120.848	160.659	50.0	36.1
0.000	0.000	26.82	111.427	120.906	160.209	50.0	35.5
0.000	0.000	26.84	111.706	121.004	160.484	50.0	35.7
0.000	0.000	26.86	111.698	121.156	160.454	50.0	34.2
0.000	0.000	26.88	111.489	120.782	160.075	50.0	35.7
0.000	0.000	26.90	111.857	120.901	160.338	50.0	36.5
0.000	0.000	26.92	111.883	120.676	160.457	50.0	33.9
0.000	0.000	26.94	111.117	120.710	159.872	50.0	34.1
0.000	0.000	26.96	111.664	120.753	160.385	50.0	36.6
0.000	0.000	26.98	111.668	120.701	160.269	50.0	35.6
0.000	0.000	27.00	111.241	120.862	159.995	50.0	32.1
0.000	0.000	27.02	111.996	120.986	160.368	50.0	34.7
0.000	0.000	27.04	111.826	120.873	160.538	50.0	34.0
0.000	0.000	27.06	111.407	121.092	160.100	50.0	33.6
0.000	0.000	27.08	111.788	121.275	160.425	50.0	36.5
0.000	0.000	27.10	111.915	121.207	160.579	50.0	37.2
0.000	0.000	27.12	111.388	121.307	160.157	50.0	35.5
0.000	0.000	27.14	112.310	121.437	160.974	50.0	36.5
0.000	0.000	27.16	112.341	121.382	161.046	50.0	35.7
0.000	0.000	27.18	111.756	121.457	160.463	50.0	35.8
0.000	0.000	27.20	112.002	121.531	160.837	50.0	36.0
0.000	0.000	27.22	111.973	121.340	160.928	50.0	32.8
0.000	0.000	27.24	111.657	121.335	160.448	50.0	35.4
0.000	0.000	27.26	112.030	121.094	160.997	50.0	34.7
0.000	0.000	27.28	112.054	121.087	160.897	50.0	36.1
0.000	0.000	27.30	111.485	121.119	160.235	50.0	31.2
0.000	0.000	27.32	111.889	120.932	160.740	50.0	35.6
0.000	0.000	27.34	111.735	121.111	160.454	50.0	35.8
0.000	0.000	27.36	111.305	120.927	160.254	50.0	34.1
0.000	0.000	27.38	111.246	120.763	160.068	50.0	35.7
0.000	0.000	27.40	111.348	120.537	160.082	50.0	35.9
0.000	0.000	27.42	110.986	120.575	159.728	50.0	34.0
0.000	0.000	27.44	111.505	120.682	160.018	50.0	36.0
0.000	0.000	27.46	111.280	120.404	159.842	50.0	33.5
0.000	0.000	27.48	110.938	120.421	159.538	50.0	35.9
0.000	0.000	27.50	111.254	120.532	159.801	50.0	37.1
0.000	0.000	27.52	111.342	120.427	159.896	50.0	34.9
0.000	0.000	27.54	111.045	120.424	159.587	50.0	33.9
0.000	0.000	27.56	111.438	120.593	159.821	50.0	36.3
0.000	0.000	27.58	111.407	120.335	160.028	50.0	35.7
0.000	0.000	27.60	111.045	120.463	159.600	50.0	32.5
0.000	0.000	27.62	111.615	120.569	160.392	50.0	35.3
0.000	0.000	27.64	111.677	120.537	160.391	50.0	34.7
0.000	0.000	27.66	110.967	120.681	159.761	50.0	35.5
0.000	0.000	27.68	111.498	120.648	160.447	50.0	35.6
0.000	0.000	27.70	111.501	120.722	160.300	50.0	37.1
0.000	0.000	27.72	111.063	120.851	159.742	50.0	36.6
0.000	0.000	27.74	111.557	120.820	160.164	50.0	36.6
0.000	0.000	27.76	111.562	120.700	160.063	50.0	35.6
0.000	0.000	27.78	111.210	120.794	159.740	50.0	36.7
0.000	0.000	27.80	111.649	120.974	160.169	50.0	37.3
0.000	0.000	27.82	111.662	121.085	160.195	50.0	35.1
0.000	0.000	27.84	111.362	121.025	159.905	50.0	34.4
0.000	0.000	27.86	112.040	121.102	160.578	50.0	35.8
0.000	0.000	27.88	112.098	121.051	160.680	50.0	35.6
0.000	0.000	27.90	111.292	121.106	160.123	50.0	34.3
0.000	0.000	27.92	111.836	121.167	160.637	50.0	33.4
0.000	0.000	27.94	111.902	121.151	160.602	50.0	33.2
0.000	0.000	27.96	111.436	121.173	160.210	50.0	35.2
0.000	0.000	27.98	111.828	121.086	160.631	50.0	33.0
0.000	0.000	28.00	111.729	121.052	160.575	50.0	35.6
0.000	0.000	28.02	111.283	121.066	160.103	50.0	33.2
0.000	0.000	28.04	111.835	120.805	160.588	50.0	36.8
0.000	0.000	28.06	111.616	121.012	160.371	50.0	31.7
0.000	0.000	28.08	111.331	120.848	160.070	50.0	35.8
0.000	0.000	28.10	111.936	120.785	160.747	50.0	37.5
0.000	0.000	28.12	111.957	120.621	160.801	50.0	37.2
0.000	0.000	28.14	111.318	120.614	160.150	50.0	34.9
0.000	0.000	28.16	111.823	120.743	160.697	50.0	35.7
0.000	0.000	28.18	111.886	120.658	160.747	50.0	35.0
0.000	0.000	28.20	111.419	120.782	160.251	50.0	31.2
0.000	0.000	28.22	111.737	120.816	160.581	50.0	35.4
0.000	0.000	28.24	111.841	120.769	160.632	50.0	36.0
0.000	0.000	28.26	111.439	120.752	160.221	50.0	35.7
0.000	0.000	28.28	111.794	120.662	160.646	50.0	34.9
0.000	0.000	28.30	111.791	120.878	160.525	50.0	36.6
0.000	0.000	28.32	111.491	120.812	160.230	50.0	32.5
0.000	0.000	28.34	111.442	120.884	160.124	50.0	35.5
0.000	0.000	28.36	111.650	120.665	160.510	50.0	35.9
0.000	0.000	28.38	111.352	120.822	160.251	50.0	34.2
0.000	0.000	28.40	111.641	120.987	160.590	50.0	36.2
0.000	0.000	28.42	111.862	120.784	160.774	50.0	34.7
0.000	0.000	28.44	111.430	120.926	160.370	50.0	34.1
0.000	0.000	28.46	111.931	120.953	160.689	50.0	36.4
0.000	0.000	28.48	111.975	120.979	160.634	50.0	34.8
0.000	0.000	28.50	111.429	121.034	160.331	50.0	31.4
0.000	0.000	28.52	111.931	121.062	160.951	50.0	32.8
0.000	0.000	28.54	111.815	121.201	160.749	50.0	34.9
0.000	0.000	28.56	111.434	121.180	160.473	50.0	34.9
0.000	0.000	28.58	112.139	121.237	161.032	50.0	34.3
0.000	0.000	28.60	112.224	121.094	161.099	50.0	37.9
0.000	0.000	28.62	111.487	121.277	160.417	50.0	34.7
0.000	0.000	28.64	112.053	121.046	161.010	50.0	36.5
0.000	0.000	28.66	112.222	121.052	160.940	50.0	35.3
0.000	0.000	28.68	111.490	121.049	160.434	50.0	37.0
0.000	0.000	28.70	112.070	120.913	160.868	50.0	35.9
0.000	0.000	28.72	111.908	121.026	160.768	50.0	34.3
0.000	0.000	28.74	111.338	120.974	160.412	50.0	34.8
0.000	0.000	28.76	111.666	121.084	160.633	50.0	38.2
0.000	0.000	28.78	111.681	120.835	160.708	50.0	35.2
0.000	0.000	28.80	111.249	120.913	160.244	50.0	30.8
0.000	0.000	28.82	111.855	120.921	160.768	50.0	35.7
0.000	0.000	28.84	111.840	120.804	160.860	50.0	35.9
0.000	0.000	28.86	111.207	120.825	160.259	50.0	36.2
0.000	0.000	28.88	111.689	120.794	160.737	50.0	34.7
0.000	0.000	28.90	111.770	120.791	160.654	50.0	36.7
0.000	0.000	28.92	111.272	120.886	160.207	50.0	35.8
0.000	0.000	28.94	111.766	120.768	160.632	50.0	34.9
0.000	0.000	28.96	111.835	120.794	160.653	50.0	34.8
0.000	0.000	28.98	111.336	120.890	160.244	50.0	35.6
0.000	0.000	29.00	111.747	120.883	160.630	50.0	36.1
0.000	0.000	29.02	111.528	120.842	160.584	50.0	35.0
0.000	0.000	29.04	111.250	120.894	160.211	50.0	34.0
0.000	0.000	29.06	111.831	120.979	160.764	50.0	35.5
0.000	0.000	29.08	111.947	120.804	160.839	50.0	34.5
0.000	0.000	29.10	111.112	120.908	160.104	50.0	33.4
0.000	0.000	29.12	111.760	120.932	160.745	50.0	36.1
0.000	0.000	29.14	111.685	121.037	160.696	50.0	34.0
0.000	0.000	29.16	111.303	121.114	160.336	50.0	34.5
0.000	0.000	29.18	111.926	121.038	160.775	50.0	34.6
0.000	0.000	29.20	111.947	121.106	160.770	50.0	38.1
0.000	0.000	29.22	111.534	121.060	160.421	50.0	32.9
0.000	0.000	29.24	112.019	121.047	160.847	50.0	35.5
0.000	0.000	29.26	111.766	121.231	160.657	50.0	34.5
0.000	0.000	29.28	111.502	121.143	160.391	50.0	35.7
0.000	0.000	29.30	111.565	121.298	160.385	50.0	35.7
0.000	0.000	29.32	111.695	121.100	160.652	50.0	34.3
0.000	0.000	29.34	111.481	121.262	160.328	50.0	33.4
0.000	0.000	29.36	111.963	121.294	160.740	50.0	36.0
0.000	0.000	29.38	112.059	121.030	160.883	50.0	35.8
0.000	0.000	29.40	111.595	121.065	160.285	50.0	34.0
0.000	0.000	29.42	111.860	120.974	160.799	50.0	34.2
0.000	0.000	29.44	112.026	120.839	160.727	50.0	35.5
0.000	0.000	29.46	111.369	120.898	160.353	50.0	34.9
0.000	0.000	29.48	111.938	120.835	160.745	50.0	36.6
0.000	0.000	29.50	111.697	121.000	160.634	50.0	34.2
0.000	0.000	29.52	111.288	120.879	160.334	50.0	35.5
0.000	0.000	29.54	111.907	120.811	160.891	50.0	37.3
0.000	0.000	29.56	112.068	120.736	160.799	50.0	35.8
0.000	0.000	29.58	111.312	120.728	160.185	50.0	34.6
0.000	0.000	29.60	111.741	120.750	160.708	50.0	36.8
0.000	0.000	29.62	111.858	120.711	160.674	50.0	35.3
0.000	0.000	29.64	111.276	120.861	160.240	50.0	33.7
0.000	0.000	29.66	111.807	120.737	160.810	50.0	35.2
0.000	0.000	29.68	111.359	120.481	160.395	50.0	35.2
0.000	0.000	29.70	111.002	120.519	159.864	50.0	35.9
0.000	0.000	29.72	111.645	120.437	160.426	50.0	33.5
0.000	0.000	29.74	111.381	120.639	160.282	50.0	34.3
0.000	0.000	29.76	111.086	120.505	159.929	50.0	34.3
0.000	0.000	29.78	111.670	120.495	160.518	50.0	35.1
0.000	0.000	29.80	111.579	120.383	160.521	50.0	36.2
0.000	0.000	29.82	110.853	120.461	159.913	50.0	34.3
0.000	0.000	29.84	111.584	120.398	160.442	50.0	35.4
0.000	0.000	29.86	111.515	120.471	160.302	50.0	34.3
0.000	0.000	29.88	110.953	120.552	159.936	50.0	36.1
0.000	0.000	29.90	111.645	120.535	160.338	50.0	34.6
0.000	0.000	29.92	111.618	120.532	160.389	50.0	35.0
0.000	0.000	29.94	111.045	120.647	159.961	50.0	29.5
0.000	0.000	29.96	111.461	120.756	160.324	50.0	35.6
0.000	0.000	29.98	111.609	120.660	160.431	50.0	34.7
0.000	0.000	30.00	111.192	120.715	159.973	50.0	34.0
0.000	0.000	30.02	111.875	120.806	160.658	50.0	35.3
0.000	0.000	30.04	111.905	120.687	160.664	50.0	37.0
0.000	0.000	30.06	111.168	120.884	160.064	50.0	34.7
0.000	0.000	30.08	111.788	120.789	160.499	50.0	37.5
0.000	0.000	30.10	111.727	120.787	160.434	50.0	37.2
0.000	0.000	30.12	111.247	120.818	160.015	50.0	35.5
0.000	0.000	30.14	111.655	120.674	160.307	50.0	37.3
0.000	0.000	30.16	111.741	120.612	160.267	50.0	35.2
0.000	0.000	30.18	111.131	120.525	159.906	50.0	34.9
