		0.02	110.222	118.957	158.236	50.0	21.5
0.038	0.000	207.34	114.788	124.688	167.811	50.0	32.3
0.038	0.000	207.36	114.485	124.757	167.397	50.0	31.7
0.038	0.000	207.38	115.107	124.699	167.931	50.0	30.3
0.038	0.000	207.40	115.087	124.637	167.935	50.0	34.9
0.038	0.000	207.42	114.333	124.636	167.270	50.0	36.0
0.038	0.000	207.44	114.940	124.661	167.696	50.0	37.4
0.038	0.000	207.46	114.706	124.668	167.800	50.0	36.3
0.038	0.000	207.48	114.371	124.789	167.383	50.0	36.9
0.038	0.000	207.50	115.049	124.745	167.778	50.0	37.9
0.038	0.000	207.52	115.002	124.672	167.942	50.0	29.4
0.038	0.000	207.54	114.558	124.860	167.406	50.0	30.2
0.038	0.000	207.56	115.015	124.808	167.952	50.0	31.5
0.038	0.000	207.58	114.963	124.895	167.786	50.0	30.8
0.038	0.000	207.60	114.475	124.949	167.454	50.0	30.7
0.038	0.000	207.62	115.140	124.945	168.022	50.0	32.0
0.038	0.000	207.64	115.363	124.869	168.035	50.0	31.9
0.038	0.000	207.66	114.618	124.901	167.456	50.0	28.4
0.038	0.000	207.68	115.073	124.925	167.964	50.0	33.8
0.038	0.000	207.70	115.048	124.905	167.931	50.0	36.1
0.038	0.000	207.72	114.593	124.987	167.631	50.0	35.2
0.038	0.000	207.74	115.148	125.008	167.981	50.0	34.9
0.038	0.000	207.76	115.050	125.044	167.985	50.0	33.8
0.038	0.000	207.78	114.646	125.155	167.685	50.0	35.3
0.038	0.000	207.80	115.167	125.099	168.236	50.0	37.1
0.038	0.000	207.82	115.311	125.075	168.134	50.0	35.5
0.038	0.000	207.84	114.607	125.193	167.720	50.0	28.1
0.038	0.000	207.86	114.607	125.044	167.474	50.0	38.6
0.038	0.000	207.88	114.619	124.816	167.525	50.0	34.5
0.038	0.000	207.90	114.498	124.883	167.370	50.0	36.6
0.038	0.000	207.92	114.810	124.950	167.728	50.0	36.5
0.038	0.000	207.94	115.082	124.800	167.726	50.0	33.8
0.038	0.000	207.96	114.496	124.759	167.423	50.0	31.4
0.038	0.000	207.98	115.054	124.720	167.877	50.0	36.3
0.038	0.000	208.00	114.872	124.672	167.887	50.0	36.4
0.038	0.000	208.02	114.445	124.760	167.414	50.0	33.0
0.038	0.000	208.04	114.941	124.689	167.801	50.0	35.0
0.038	0.000	208.06	114.848	124.657	167.828	50.0	35.8
0.038	0.000	208.08	114.445	124.832	167.305	50.0	36.6
0.038	0.000	208.10	114.975	124.837	167.813	50.0	36.0
0.038	0.000	208.12	115.231	124.656	167.931	50.0	39.0
0.038	0.000	208.14	114.518	124.684	167.271	50.0	38.4
0.038	0.000	208.16	115.057	124.597	167.842	50.0	37.3
0.038	0.000	208.18	114.942	124.702	167.704	50.0	34.9
0.038	0.000	208.20	114.468	124.683	167.339	50.0	37.0
0.038	0.000	208.22	114.907	124.755	167.834	50.0	33.5
0.038	0.000	208.24	115.033	124.743	167.819	50.0	35.0
0.038	0.000	208.26	114.670	124.792	167.404	50.0	33.4
0.038	0.000	208.28	115.147	124.663	167.885	50.0	37.9
0.038	0.000	208.30	114.913	124.772	167.897	50.0	38.3
0.038	0.000	208.32	114.494	124.912	167.440	50.0	25.7
0.038	0.000	208.34	115.103	124.962	167.974	50.0	19.2
0.038	0.000	208.36	115.051	124.869	168.155	50.0	17.7
0.038	0.000	208.38	114.467	124.968	167.483	50.0	29.7
0.038	0.000	208.40	115.160	124.831	167.979	50.0	34.6
0.038	0.000	208.42	115.034	124.966	167.811	50.0	28.5
0.038	0.000	208.44	114.522	125.029	167.514	50.0	28.7
0.038	0.000	208.46	115.029	125.092	167.910	50.0	28.1
0.038	0.000	208.48	115.057	125.140	167.838	50.0	28.3
0.038	0.000	208.50	114.589	125.179	167.615	50.0	31.1
0.038	0.000	208.52	115.071	125.205	168.078	50.0	37.7
0.038	0.000	208.54	115.291	125.201	168.054	50.0	37.0
0.038	0.000	208.56	114.524	125.404	167.532	50.0	32.1
0.038	0.000	208.58	115.106	125.295	168.109	50.0	36.3
0.038	0.000	208.60	115.295	125.113	168.145	50.0	37.2
0.038	0.000	208.62	114.551	125.117	167.513	50.0	36.8
0.038	0.000	208.64	115.137	124.846	168.004	50.0	29.3
0.038	0.000	208.66	114.976	124.862	167.992	50.0	35.9
0.038	0.000	208.68	114.364	124.885	167.316	50.0	34.7
0.038	0.000	208.70	114.873	124.792	167.801	50.0	34.0
0.038	0.000	208.72	114.770	124.679	167.797	50.0	33.7
0.038	0.000	208.74	114.236	124.772	167.316	50.0	33.9
0.038	0.000	208.76	114.865	124.621	167.781	50.0	35.1
0.038	0.000	208.78	114.962	124.604	167.781	50.0	26.5
0.038	0.000	208.80	114.411	124.672	167.216	50.0	34.4
0.038	0.000	208.82	114.422	124.799	167.414	50.0	37.3
0.038	0.000	208.84	114.559	124.372	167.607	50.0	33.4
0.038	0.000	208.86	114.298	124.670	167.263	50.0	29.5
0.038	0.000	208.88	115.017	124.614	167.677	50.0	33.9
0.038	0.000	208.90	114.966	124.562	167.759	50.0	35.7
0.038	0.000	208.92	114.400	124.755	167.261	50.0	26.2
0.038	0.000	208.94	114.833	124.606	167.749	50.0	35.3
0.038	0.000	208.96	114.837	124.648	167.648	50.0	37.0
0.038	0.000	208.98	114.387	124.667	167.314	50.0	34.4
0.038	0.000	209.00	114.890	124.675	167.592	50.0	35.4
0.038	0.000	209.02	114.825	124.780	167.678	50.0	37.8
0.038	0.000	209.04	114.406	124.729	167.283	50.0	36.1
0.038	0.000	209.06	115.038	124.762	167.795	50.0	31.5
0.038	0.000	209.08	115.102	124.629	167.937	50.0	32.3
0.038	0.000	209.10	114.386	124.759	167.253	50.0	32.2
0.038	0.000	209.12	114.915	124.678	167.675	50.0	32.2
0.038	0.000	209.14	114.895	124.671	167.800	50.0	29.2
0.038	0.000	209.16	114.434	124.791	167.335	50.0	35.4
0.038	0.000	209.18	115.025	124.788	167.967	50.0	34.5
0.038	0.000	209.20	114.954	124.891	167.845	50.0	27.8
0.038	0.000	209.22	114.587	124.975	167.427	50.0	34.3
0.038	0.000	209.24	115.032	124.983	167.858	50.0	39.6
0.038	0.000	209.26	115.080	125.047	167.858	50.0	37.4
0.038	0.000	209.28	114.605	125.133	167.486	50.0	27.4
0.038	0.000	209.30	115.341	125.186	168.081	50.0	35.0
0.038	0.000	209.32	115.422	125.093	168.105	50.0	36.2
0.038	0.000	209.34	114.733	125.032	167.644	50.0	34.6
0.038	0.000	209.36	115.209	124.995	167.975	50.0	36.2
0.038	0.000	209.38	115.247	124.951	167.936	50.0	33.9
0.038	0.000	209.40	114.717	125.004	167.547	50.0	36.2
0.038	0.000	209.42	114.935	124.851	167.841	50.0	28.5
0.038	0.000	209.44	114.895	124.807	167.701	50.0	37.2
0.038	0.000	209.46	114.506	124.740	167.253	50.0	36.7
0.038	0.000	209.48	114.831	124.569	167.682	50.0	30.7
0.038	0.000	209.50	114.864	124.511	167.778	50.0	29.3
0.038	0.000	209.52	114.366	124.551	167.283	50.0	29.2
0.038	0.000	209.54	114.942	124.573	167.722	50.0	28.4
0.038	0.000	209.56	115.052	124.476	167.675	50.0	28.7
0.038	0.000	209.58	114.278	124.509	167.037	50.0	29.6
0.038	0.000	209.60	114.835	124.481	167.523	50.0	31.7
0.038	0.000	209.62	114.681	124.443	167.579	50.0	29.2
0.038	0.000	209.64	114.315	124.499	167.100	50.0	33.9
0.038	0.000	209.66	114.785	124.508	167.429	50.0	37.2
0.038	0.000	209.68	114.679	124.456	167.424	50.0	37.2
0.038	0.000	209.70	114.375	124.487	167.068	50.0	33.5
0.038	0.000	209.72	114.876	124.428	167.580	50.0	34.9
0.038	0.000	209.74	114.736	124.357	167.628	50.0	35.4
0.038	0.000	209.76	114.367	124.455	167.165	50.0	30.8
0.038	0.000	209.78	114.261	124.501	167.132	50.0	35.4
0.038	0.000	209.80	114.443	124.349	167.369	50.0	33.8
0.038	0.000	209.82	114.286	124.493	167.129	50.0	33.0
0.038	0.000	209.84	114.729	124.603	167.470	50.0	31.6
0.038	0.000	209.86	114.619	124.505	167.641	50.0	34.5
0.038	0.000	209.88	114.398	124.561	167.168	50.0	36.3
0.038	0.000	209.90	114.969	124.591	167.599	50.0	33.1
0.038	0.000	209.92	115.123	124.574	167.623	50.0	33.1
0.038	0.000	209.94	114.462	124.722	167.234	50.0	33.9
0.038	0.000	209.96	114.863	124.673	167.755	50.0	37.5
0.038	0.000	209.98	114.803	124.749	167.806	50.0	33.3
0.038	0.000	210.00	114.334	124.882	167.424	50.0	35.2
0.038	0.000	210.02	115.056	125.023	167.807	50.0	35.7
0.038	0.000	210.04	115.116	124.773	167.964	50.0	35.6
0.038	0.000	210.06	114.487	124.948	167.400	50.0	33.5
0.038	0.000	210.08	115.024	124.844	167.966	50.0	34.9
0.038	0.000	210.10	115.063	124.959	167.749	50.0	35.8
0.038	0.000	210.12	114.440	124.973	167.493	50.0	35.9
0.038	0.000	210.14	115.033	124.947	167.883	50.0	33.6
0.038	0.000	210.16	114.961	124.929	167.804	50.0	34.8
0.038	0.000	210.18	114.461	125.043	167.405	50.0	35.4
0.038	0.000	210.20	114.910	124.830	167.848	50.0	36.3
0.038	0.000	210.22	114.955	124.677	167.743	50.0	35.8
0.038	0.000	210.24	114.400	124.796	167.180	50.0	34.1
0.038	0.000	210.26	114.906	124.660	167.720	50.0	34.6
0.038	0.000	210.28	114.936	124.545	167.738	50.0	33.9
0.038	0.000	210.30	114.207	124.535	167.012	50.0	35.1
0.038	0.000	210.32	114.663	124.468	167.406	50.0	33.2
0.038	0.000	210.34	114.730	124.357	167.477	50.0	31.9
0.038	0.000	210.36	114.147	124.558	167.045	50.0	34.5
0.038	0.000	210.38	114.764	124.266	167.724	50.0	37.0
0.038	0.000	210.40	114.795	124.354	167.549	50.0	36.9
0.038	0.000	210.42	114.209	124.497	167.093	50.0	31.2
0.038	0.000	210.44	114.804	124.434	167.542	50.0	38.0
0.038	0.000	210.46	114.505	124.482	167.606	50.0	36.6
0.038	0.000	210.48	114.167	124.544	167.166	50.0	36.8
0.038	0.000	210.50	114.845	124.491	167.656	50.0	31.4
0.038	0.000	210.52	114.928	124.414	167.663	50.0	36.2
0.038	0.000	210.54	114.096	124.412	166.972	50.0	35.8
0.038	0.000	210.56	114.724	124.368	167.456	50.0	36.9
0.038	0.000	210.58	114.682	124.331	167.460	50.0	33.7
0.038	0.000	210.60	114.282	124.464	166.980	50.0	35.3
0.038	0.000	210.62	114.798	124.385	167.604	50.0	34.9
0.038	0.000	210.64	114.795	124.402	167.574	50.0	33.0
0.038	0.000	210.66	114.364	124.501	167.160	50.0	35.0
0.038	0.000	210.68	114.833	124.506	167.597	50.0	36.6
0.038	0.000	210.70	114.771	124.504	167.612	50.0	35.5
0.038	0.000	210.72	114.383	124.597	167.203	50.0	27.3
0.038	0.000	210.74	114.142	124.842	167.208	50.0	32.2
0.038	0.000	210.76	114.470	124.539	167.431	50.0	29.4
0.038	0.000	210.78	114.210	124.763	167.201	50.0	17.6
0.038	0.000	210.80	114.921	124.797	167.533	50.0	32.4
0.038	0.000	210.82	114.714	124.562	167.763	50.0	33.2
0.038	0.000	210.84	114.440	124.786	167.232	50.0	35.4
0.038	0.000	210.86	114.969	124.840	167.672	50.0	31.3
0.038	0.000	210.88	115.076	124.817	167.743	50.0	28.9
0.038	0.000	210.90	114.539	125.036	167.252	50.0	28.0
0.038	0.000	210.92	115.084	124.981	167.605	50.0	33.2
0.038	0.000	210.94	114.921	125.128	167.578	50.0	32.7
0.038	0.000	210.96	114.521	124.977	167.220	50.0	27.9
0.038	0.000	210.98	114.991	124.832	167.642	50.0	20.1
0.038	0.000	211.00	115.177	124.682	167.755	50.0	29.1
0.038	0.000	211.02	114.266	124.462	167.056	50.0	24.0
0.038	0.000	211.04	114.809	124.383	167.503	50.0	25.2
0.038	0.000	211.06	114.713	124.364	167.553	50.0	27.3
0.038	0.000	211.08	114.127	124.564	167.056	50.0	29.3
0.038	0.000	211.10	114.769	124.431	167.468	50.0	24.4
0.038	0.000	211.12	114.745	124.377	167.506	50.0	28.1
0.038	0.000	211.14	114.169	124.495	167.049	50.0	26.8
0.038	0.000	211.16	114.765	124.444	167.484	50.0	23.8
0.038	0.000	211.18	114.835	124.397	167.395	50.0	28.7
0.038	0.000	211.20	114.278	124.492	167.007	50.0	29.0
0.038	0.000	211.22	114.905	124.454	167.458	50.0	27.0
0.038	0.000	211.24	114.835	124.352	167.484	50.0	27.0
0.038	0.000	211.26	114.047	124.333	166.932	50.0	27.0
0.038	0.000	211.28	114.704	124.247	167.551	50.0	25.9
0.038	0.000	211.30	114.521	124.258	167.328	50.0	28.8
0.038	0.000	211.32	114.116	124.370	167.079	50.0	28.4
0.038	0.000	211.34	114.545	124.336	167.599	50.0	24.4
0.038	0.000	211.36	114.505	124.353	167.597	50.0	20.3
0.038	0.000	211.38	114.167	124.430	167.180	50.0	27.6
0.038	0.000	211.40	114.778	124.536	167.339	50.0	27.4
0.038	0.000	211.42	114.764	124.420	167.603	50.0	36.1
0.038	0.000	211.44	114.250	124.524	167.305	50.0	35.2
0.038	0.000	211.46	115.003	124.478	167.752	50.0	28.9
0.038	0.000	211.48	114.952	124.424	167.810	50.0	33.3
0.038	0.000	211.50	114.379	124.499	167.133	50.0	31.5
0.038	0.000	211.52	114.920	124.551	167.602	50.0	32.0
0.038	0.000	211.54	114.975	124.591	167.634	50.0	29.9
0.038	0.000	211.56	114.382	124.651	167.181	50.0	37.2
0.038	0.000	211.58	114.941	124.705	167.667	50.0	38.6
0.038	0.000	211.60	114.825	124.737	167.592	50.0	35.0
0.038	0.000	211.62	114.453	124.788	167.337	50.0	32.1
0.038	0.000	211.64	115.029	124.749	167.667	50.0	40.1
0.038	0.000	211.66	114.821	124.772	167.737	50.0	39.0
0.038	0.000	211.68	114.523	124.898	167.285	50.0	36.6
0.038	0.000	211.70	114.384	124.834	167.164	50.0	29.2
0.038	0.000	211.72	114.629	124.528	167.264	50.0	30.4
0.038	0.000	211.74	114.292	124.668	167.093	50.0	30.6
0.038	0.000	211.76	114.552	124.642	167.519	50.0	28.8
0.038	0.000	211.78	114.808	124.469	167.542	50.0	30.7
0.038	0.000	211.80	114.125	124.483	167.091	50.0	31.6
0.038	0.000	211.82	114.722	124.278	167.506	50.0	28.4
0.038	0.000	211.84	114.691	124.243	167.552	50.0	30.0
0.038	0.000	211.86	114.151	124.356	167.028	50.0	30.0
0.038	0.000	211.88	114.593	124.225	167.610	50.0	33.2
0.038	0.000	211.90	114.403	124.430	167.380	50.0	36.5
0.038	0.000	211.92	114.091	124.365	167.045	50.0	36.2
0.038	0.000	211.94	114.681	124.358	167.446	50.0	32.2
0.038	0.000	211.96	114.810	124.169	167.574	50.0	34.9
0.038	0.000	211.98	114.180	124.239	166.823	50.0	35.3
0.038	0.000	212.00	114.748	124.143	167.399	50.0	36.5
0.038	0.000	212.02	114.565	124.190	167.324	50.0	35.1
0.038	0.000	212.04	114.169	124.201	166.985	50.0	31.4
0.038	0.000	212.06	114.571	124.119	167.555	50.0	34.6
0.038	0.000	212.08	114.580	124.251	167.434	50.0	36.4
0.038	0.000	212.10	114.187	124.271	167.032	50.0	26.9
0.038	0.000	212.12	114.847	124.250	167.564	50.0	31.5
0.038	0.000	212.14	114.544	124.315	167.445	50.0	30.5
0.038	0.000	212.16	114.264	124.377	167.141	50.0	32.9
0.038	0.000	212.18	114.847	124.388	167.694	50.0	34.8
0.038	0.000	212.20	114.968	124.356	167.650	50.0	36.8
0.038	0.000	212.22	114.068	124.382	167.125	50.0	34.6
0.038	0.000	212.24	114.673	124.392	167.575	50.0	33.6
0.038	0.000	212.26	114.645	124.359	167.650	50.0	33.8
0.038	0.000	212.28	114.149	124.510	167.210	50.0	34.6
0.038	0.000	212.30	114.753	124.540	167.683	50.0	35.9
0.038	0.000	212.32	114.777	124.527	167.669	50.0	34.1
0.038	0.000	212.34	114.323	124.594	167.267	50.0	35.8
0.038	0.000	212.36	114.796	124.573	167.689	50.0	38.6
0.038	0.000	212.38	114.869	124.669	167.712	50.0	36.5
0.038	0.000	212.40	114.330	124.881	167.252	50.0	32.9
0.038	0.000	212.42	115.036	124.855	167.856	50.0	38.5
0.038	0.000	212.44	115.122	124.766	167.876	50.0	36.2
0.038	0.000	212.46	114.435	124.831	167.236	50.0	34.1
0.038	0.000	212.48	114.873	124.670	167.722	50.0	34.0
0.038	0.000	212.50	114.820	124.578	167.756	50.0	35.4
0.038	0.000	212.52	114.193	124.686	167.173	50.0	34.3
0.038	0.000	212.54	114.471	124.416	167.578	50.0	33.8
0.038	0.000	212.56	114.531	124.489	167.401	50.0	33.9
0.038	0.000	212.58	114.039	124.454	167.054	50.0	34.7
0.038	0.000	212.60	114.782	124.162	167.431	50.0	36.7
0.038	0.000	212.62	114.344	124.215	167.478	50.0	27.4
0.038	0.000	212.64	113.909	124.333	166.997	50.0	23.6
0.038	0.000	212.66	114.110	124.258	167.157	50.0	33.3
0.038	0.000	212.68	114.279	123.929	167.188	50.0	25.4
0.038	0.000	212.70	113.949	124.150	167.025	50.0	34.0
0.038	0.000	212.72	114.470	124.119	167.507	50.0	36.8
0.038	0.000	212.74	114.390	124.098	167.481	50.0	37.5
0.038	0.000	212.76	114.010	124.196	167.135	50.0	34.7
0.038	0.000	212.78	114.408	124.138	167.507	50.0	36.7
0.038	0.000	212.80	114.337	124.100	167.434	50.0	36.8
0.038	0.000	212.82	113.910	124.178	166.988	50.0	35.0
0.038	0.000	212.84	114.468	124.207	167.309	50.0	36.4
0.038	0.000	212.86	114.331	124.302	167.232	50.0	36.7
0.038	0.000	212.88	114.127	124.201	166.982	50.0	36.1
0.038	0.000	212.90	114.588	124.264	167.324	50.0	36.1
0.038	0.000	212.92	114.634	124.096	167.570	50.0	37.1
0.038	0.000	212.94	114.072	124.210	166.849	50.0	38.0
0.038	0.000	212.96	114.604	124.172	167.413	50.0	38.2
0.038	0.000	212.98	114.666	124.262	167.435	50.0	33.6
0.038	0.000	213.00	114.139	124.432	166.993	50.0	32.0
0.038	0.000	213.02	114.616	124.319	167.516	50.0	28.3
0.038	0.000	213.04	114.757	124.362	167.535	50.0	31.7
0.038	0.000	213.06	114.246	124.465	167.157	50.0	33.4
0.038	0.000	213.08	114.739	124.473	167.519	50.0	38.7
0.038	0.000	213.10	114.941	124.507	167.602	50.0	36.8
0.038	0.000	213.12	114.431	124.662	167.215	50.0	34.2
0.038	0.000	213.14	115.147	124.826	167.913	50.0	34.6
0.038	0.000	213.16	115.013	124.656	167.865	50.0	37.1
0.038	0.000	213.18	114.605	124.699	167.282	50.0	35.5
0.038	0.000	213.20	114.976	124.680	167.776	50.0	34.8
0.038	0.000	213.22	115.024	124.675	167.896	50.0	37.9
0.038	0.000	213.24	114.477	124.867	167.348	50.0	36.7
0.038	0.000	213.26	114.863	124.751	167.770	50.0	36.5
0.038	0.000	213.28	115.022	124.650	167.793	50.0	33.0
0.038	0.000	213.30	114.396	124.767	167.191	50.0	34.1
0.038	0.000	213.32	114.684	124.466	167.620	50.0	36.8
0.038	0.000	213.34	114.487	124.583	167.324	50.0	28.9
0.038	0.000	213.36	114.172	124.428	166.953	50.0	25.3
0.038	0.000	213.38	114.795	124.339	167.534	50.0	28.5
0.038	0.000	213.40	114.830	124.240	167.559	50.0	30.2
0.038	0.000	213.42	113.942	124.269	166.887	50.0	34.3
0.038	0.000	213.44	114.586	124.169	167.537	50.0	37.0
0.038	0.000	213.46	114.592	124.275	167.550	50.0	38.1
0.038	0.000	213.48	114.102	124.456	167.260	50.0	34.5
0.038	0.000	213.50	114.749	124.327	167.650	50.0	34.7
0.038	0.000	213.52	114.644	124.306	167.787	50.0	37.0
0.038	0.000	213.54	114.225	124.406	167.286	50.0	33.8
0.038	0.000	213.56	114.636	124.269	168.006	50.0	36.1
0.038	0.000	213.58	114.727	124.395	167.598	50.0	35.3
0.038	0.000	213.60	114.152	124.394	167.300	50.0	31.9
0.038	0.000	213.62	114.263	124.325	167.274	50.0	34.0
0.038	0.000	213.64	114.719	124.132	167.242	50.0	33.5
0.038	0.000	213.66	114.210	124.260	167.229	50.0	34.9
0.038	0.000	213.68	114.412	124.460	167.485	50.0	31.5
0.038	0.000	213.70	114.758	124.179	167.686	50.0	30.0
0.038	0.000	213.72	114.327	124.375	167.186	50.0	27.0
0.038	0.000	213.74	114.745	124.429	167.683	50.0	32.5
0.038	0.000	213.76	114.832	124.399	167.670	50.0	31.4
0.038	0.000	213.78	114.356	124.493	167.332	50.0	28.7
0.038	0.000	213.80	114.910	124.544	167.758	50.0	33.8
0.038	0.000	213.82	114.942	124.522	167.799	50.0	33.5
0.038	0.000	213.84	114.518	124.681	167.368	50.0	29.3
0.038	0.000	213.86	115.034	124.778	167.953	50.0	23.9
0.038	0.000	213.88	115.282	124.630	168.032	50.0	22.2
0.038	0.000	213.90	114.368	124.776	167.467	50.0	20.7
0.038	0.000	213.92	115.068	124.738	167.858	50.0	29.5
0.038	0.000	213.94	115.044	124.699	167.897	50.0	33.9
0.038	0.000	213.96	114.604	124.739	167.463	50.0	30.4
0.038	0.000	213.98	115.169	124.855	167.902	50.0	31.3
0.038	0.000	214.00	114.949	124.860	168.062	50.0	30.8
0.038	0.000	214.02	114.519	124.972	167.580	50.0	33.1
0.038	0.000	214.04	115.064	124.881	168.143	50.0	34.3
0.038	0.000	214.06	114.822	125.084	167.897	50.0	37.2
0.038	0.000	214.08	114.460	124.873	167.580	50.0	29.9
0.038	0.000	214.10	115.189	124.847	168.019	50.0	26.8
0.038	0.000	214.12	115.223	124.575	168.131	50.0	32.0
0.038	0.000	214.14	114.474	124.585	167.374	50.0	33.6
0.038	0.000	214.16	114.856	124.513	167.811	50.0	27.8
0.038	0.000	214.18	114.914	124.536	167.773	50.0	26.5
0.038	0.000	214.20	114.385	124.617	167.229	50.0	24.9
0.038	0.000	214.22	114.878	124.515	167.740	50.0	31.2
0.038	0.000	214.24	114.926	124.440	167.723	50.0	31.3
0.038	0.000	214.26	114.323	124.596	167.210	50.0	27.2
0.038	0.000	214.28	115.055	124.486	167.711	50.0	32.3
0.038	0.000	214.30	114.805	124.603	167.649	50.0	25.4
0.038	0.000	214.32	114.461	124.471	167.317	50.0	34.3
0.038	0.000	214.34	115.024	124.403	167.941	50.0	33.8
0.038	0.000	214.36	115.066	124.307	167.919	50.0	25.1
0.038	0.000	214.38	114.207	124.375	167.353	50.0	25.2
0.038	0.000	214.40	114.843	124.303	167.756	50.0	33.7
0.038	0.000	214.42	114.761	124.285	167.872	50.0	30.9
0.038	0.000	214.44	114.248	124.399	167.395	50.0	31.0
0.038	0.000	214.46	114.782	124.390	167.847	50.0	30.6
0.038	0.000	214.48	114.892	124.376	167.837	50.0	24.4
0.038	0.000	214.50	114.416	124.487	167.506	50.0	20.4
0.038	0.000	214.52	114.828	124.516	167.839	50.0	36.4
0.038	0.000	214.54	114.819	124.765	167.765	50.0	38.0
0.038	0.000	214.56	114.549	124.617	167.499	50.0	38.2
0.038	0.000	214.58	114.719	124.858	167.655	50.0	33.1
0.038	0.000	214.60	114.959	124.624	167.945	50.0	33.0
0.038	0.000	214.62	114.529	124.855	167.590	50.0	29.8
0.038	0.000	214.64	114.957	125.015	168.084	50.0	27.0
0.038	0.000	214.66	115.186	124.868	168.194	50.0	35.5
0.038	0.000	214.68	114.773	124.980	167.774	50.0	36.0
0.038	0.000	214.70	115.235	125.274	168.092	50.0	34.2
0.038	0.000	214.72	115.328	124.969	168.199	50.0	37.9
0.038	0.000	214.74	114.811	125.090	167.718	50.0	36.7
0.038	0.000	214.76	115.357	124.955	168.335	50.0	38.7
0.038	0.000	214.78	115.106	125.204	168.061	50.0	36.3
0.038	0.000	214.80	114.843	125.136	167.823	50.0	36.1
0.038	0.000	214.82	115.431	125.259	168.235	50.0	38.8
0.038	0.000	214.84	115.506	124.893	168.492	50.0	38.7
0.038	0.000	214.86	114.559	124.826	167.558	50.0	36.6
0.038	0.000	214.88	115.208	124.644	168.200	50.0	37.5
0.038	0.000	214.90	114.964	124.730	168.021	50.0	35.1
0.038	0.000	214.92	114.465	124.707	167.455	50.0	35.8
0.038	0.000	214.94	114.851	124.582	167.942	50.0	36.5
0.038	0.000	214.96	114.981	124.536	167.813	50.0	36.8
0.038	0.000	214.98	114.463	124.718	167.199	50.0	36.3
0.038	0.000	215.00	114.851	124.793	167.719	50.0	35.9
0.038	0.000	215.02	114.893	124.707	167.803	50.0	26.2
0.038	0.000	215.04	114.467	124.709	167.439	50.0	30.2
0.038	0.000	215.06	115.063	124.751	168.073	50.0	36.6
0.038	0.000	215.08	115.124	124.643	168.044	50.0	37.4
0.038	0.000	215.10	114.379	124.664	167.374	50.0	35.7
0.038	0.000	215.12	115.041	124.588	167.966	50.0	37.0
0.038	0.000	215.14	115.052	124.747	167.894	50.0	39.8
0.038	0.000	215.16	114.455	124.696	167.489	50.0	31.6
0.038	0.000	215.18	115.107	124.725	167.956	50.0	36.4
0.038	0.000	215.20	115.132	124.591	168.056	50.0	39.7
0.038	0.000	215.22	114.543	124.771	167.484	50.0	37.5
0.038	0.000	215.24	115.079	124.728	167.901	50.0	35.8
0.038	0.000	215.26	114.994	124.891	167.892	50.0	39.1
0.038	0.000	215.28	114.717	124.837	167.580	50.0	37.1
0.038	0.000	215.30	115.251	124.890	168.204	50.0	37.0
0.038	0.000	215.32	115.470	124.825	168.129	50.0	35.5
0.038	0.000	215.34	114.569	124.964	167.544	50.0	35.9
0.038	0.000	215.36	115.300	124.859	168.068	50.0	37.4
0.038	0.000	215.38	115.251	124.774	168.293	50.0	37.0
0.038	0.000	215.40	114.673	125.038	167.591	50.0	30.8
0.038	0.000	215.42	115.215	124.982	168.176	50.0	36.7
0.038	0.000	215.44	115.340	125.074	168.234	50.0	36.4
0.038	0.000	215.46	114.741	125.216	167.655	50.0	28.8
0.038	0.000	215.48	115.513	125.124	168.288	50.0	39.4
0.038	0.000	215.50	115.152	125.299	168.110	50.0	37.5
0.038	0.000	215.52	114.826	125.169	167.772	50.0	36.3
0.038	0.000	215.54	114.743	125.086	167.794	50.0	28.8
0.038	0.000	215.56	114.914	124.914	167.998	50.0	38.2
0.038	0.000	215.58	114.697	125.093	167.791	50.0	36.7
0.038	0.000	215.60	115.167	125.052	168.131	50.0	37.6
0.038	0.000	215.62	115.232	124.929	168.248	50.0	20.9
0.038	0.000	215.64	114.673	124.888	167.660	50.0	37.1
0.038	0.000	215.66	114.937	124.968	167.891	50.0	37.2
0.038	0.000	215.68	115.057	124.704	168.139	50.0	20.9
0.038	0.000	215.70	114.549	124.728	167.613	50.0	31.9
0.038	0.000	215.72	114.969	124.663	168.029	50.0	39.0
0.038	0.000	215.74	114.899	124.904	167.895	50.0	38.1
0.038	0.000	215.76	114.465	124.697	167.491	50.0	34.9
0.038	0.000	215.78	115.165	124.848	168.026	50.0	38.4
0.038	0.000	215.80	115.296	124.552	168.115	50.0	37.4
0.038	0.000	215.82	114.432	124.704	167.265	50.0	34.0
0.038	0.000	215.84	115.002	124.517	168.005	50.0	35.5
0.038	0.000	215.86	115.076	124.545	167.838	50.0	36.8
0.038	0.000	215.88	114.501	124.580	167.459	50.0	36.1
0.038	0.000	215.90	115.071	124.515	167.714	50.0	36.4
0.038	0.000	215.92	114.886	124.512	167.891	50.0	33.6
0.038	0.000	215.94	114.542	124.592	167.495	50.0	34.7
0.038	0.000	215.96	114.942	124.532	167.792	50.0	39.5
0.038	0.000	215.98	114.846	124.675	167.878	50.0	35.7
0.038	0.000	216.00	114.463	124.604	167.524	50.0	35.4
0.038	0.000	216.02	115.115	124.855	168.113	50.0	39.2
0.038	0.000	216.04	115.381	124.677	168.166	50.0	37.7
