0.02,109.388,118.431,163.529,50,17.6
0.04,108.938,118.574,163.101,50,14.3
0.06,109.419,118.541,163.621,50,18.2
0.08,109.579,118.396,163.683,50,25
0.1,108.889,118.469,163.167,50,23.8
0.12,109.087,118.523,163.368,50,26.3
0.14,109.13,118.203,163.459,50,23.8
0.16,108.788,118.218,162.954,50,25
0.18,108.655,118.142,162.694,50,22.8
0.2,108.778,118.049,162.803,50,22.2
0.22,108.747,118.033,162.759,50,20.4
0.24,108.99,118.08,163.079,50,22.2
0.26,109.26,117.754,163.341,50,25
0.28,108.546,117.979,162.778,50,24.4
0.3,108.889,118.069,162.991,50,23.3
0.32,109.053,117.832,163.266,50,25.7
0.34,108.528,117.989,162.781,50,23.8
0.36,108.925,118.084,163.048,50,24.4
0.38,108.79,118.09,162.973,50,24.4
0.4,108.691,117.956,162.834,50,23.8
0.42,109.264,117.981,163.38,50,25.7
0.44,109.274,117.831,163.45,50,23.8
0.46,108.483,117.934,162.788,50,23.3
0.48,109.082,117.81,163.235,50,23.3
0.5,109.056,117.845,163.106,50,24.4
0.52,108.42,117.877,162.63,50,24.4
0.54,108.855,117.797,162.972,50,24.4
0.56,108.832,117.745,163.011,50,24.4
0.58,108.357,117.823,162.538,50,23.8
0.6,108.717,118.009,162.843,50,26.3
0.62,108.724,118.026,162.746,50,24.4
0.64,108.532,117.965,162.652,50,24.4
0.66,109.135,118.066,163.221,50,25
0.68,109.295,117.937,163.293,50,23.3
0.7,108.713,118.047,162.658,50,22.2
0.72,109.229,118.125,163.026,50,26.3
0.74,109.207,118.041,163.193,50,27
0.76,108.667,118.279,162.721,50,23.3
0.78,109.252,118.175,163.217,50,25
0.8,109.158,118.185,163.246,50,23.3
0.82,108.755,118.358,162.826,50,23.8
0.84,109.16,118.494,163.105,50,27.1
0.86,109.072,118.543,163.235,50,25.7
0.88,108.882,118.47,162.857,50,25
0.9,109.536,118.471,163.523,50,25.7
0.92,109.662,118.408,163.569,50,26.3
0.94,108.866,118.444,162.997,50,22.2
0.96,109.356,118.46,163.459,50,14.5
0.98,109.329,118.438,163.428,50,19.6
1,108.949,118.556,163.137,50,23.3
1.02,109.166,118.701,163.37,50,23.8
1.04,109.454,118.517,163.457,50,25
1.06,108.936,118.567,163.027,50,22.8
1.08,109.154,118.549,163.147,50,25
1.1,109.04,118.49,163.092,50,24.4
1.12,108.763,118.305,162.872,50,14.9
1.14,108.412,118.06,162.627,50,17.6
1.16,108.854,117.922,162.827,50,26.3
1.18,108.48,118.066,162.578,50,25
1.2,108.848,118.097,162.883,50,25.7
1.22,109.026,117.934,162.973,50,24.4
1.24,108.52,117.943,162.529,50,25
1.26,108.811,118.018,162.785,50,25.7
1.28,109.053,117.832,162.924,50,26.3
1.3,108.645,117.896,162.563,50,22.2
1.32,108.985,118.019,162.846,50,24.4
1.34,109.02,118.02,162.831,50,25.7
1.36,108.741,117.895,162.64,50,24.4
1.38,109.129,117.963,163.153,50,25.7
1.4,109.29,117.744,163.239,50,21.8
