  0.02,104.263,113.245,151.595, 50.0,  0.3
  0.04,103.843,112.751,150.883, 50.0, 15.4
  0.06,103.326,112.257,150.266, 50.0, 20.8
  0.08,103.836,112.820,151.128, 50.0, 20.3
  0.10,104.462,113.471,152.240, 50.0, 20.2
  0.12,104.049,112.945,151.413, 50.0, 18.9
  0.14,102.050,110.562,147.441, 50.0, 21.0
  0.16,103.397,111.843,149.390, 50.0, 20.6
  0.18,103.125,112.065,150.132, 50.0, 17.9
  0.20,104.005,112.903,151.219, 50.0, 19.0
  0.22,103.845,112.362,150.462, 50.0, 20.4
  0.24,102.330,110.955,148.052, 50.0, 21.0
  0.26,103.944,112.592,150.776, 50.0, 22.0
  0.28,104.152,112.692,151.282, 50.0, 20.4
  0.30,103.249,112.422,149.818, 50.0, 21.8
  0.32,104.245,112.561,150.343, 50.0, 22.1
  0.34,104.458,112.948,150.878, 50.0, 21.7
  0.36,104.001,112.462,150.627, 50.0, 20.0
  0.38,104.272,112.869,150.812, 50.0, 17.4
  0.40,103.866,112.505,149.906, 50.0, 20.9
  0.42,104.060,112.485,150.370, 50.0, 19.8
  0.44,104.177,112.969,150.739, 50.0, 20.5
  0.46,104.067,112.902,150.597, 50.0, 19.0
  0.48,103.130,111.967,149.165, 50.0, 20.3
  0.50,104.053,112.188,149.957, 50.0, 20.9
  0.52,104.778,113.049,150.924, 50.0, 20.6
  0.54,104.175,113.091,150.373, 50.0, 19.0
  0.56,103.929,112.277,149.953, 50.0, 20.8
  0.58,104.593,112.714,150.482, 50.0, 20.1
  0.60,104.134,112.848,150.059, 50.0, 20.2
  0.62,103.990,112.205,149.753, 50.0, 19.7
  0.64,103.285,111.369,148.540, 50.0, 20.6
  0.66,102.730,111.257,147.893, 50.0, 20.6
  0.68,103.570,111.720,148.982, 50.0, 20.2
  0.70,103.694,111.807,148.903, 50.0, 19.7
  0.72,102.900,111.264,147.761, 50.0, 20.2
  0.74,103.614,111.509,148.398, 50.0, 20.5
  0.76,103.236,111.460,148.439, 50.0, 20.1
  0.78,102.700,111.305,147.606, 50.0, 19.5
  0.80,103.459,111.322,148.120, 50.0, 18.8
  0.82,103.627,111.437,148.230, 50.0, 20.2
  0.84,103.055,111.366,147.888, 50.0, 19.6
  0.86,103.342,111.546,148.265, 50.0, 20.6
  0.88,103.684,111.469,147.997, 50.0, 17.1
  0.90,103.306,111.554,147.507, 50.0, 20.0
  0.92,103.646,111.818,147.691, 50.0, 19.5
  0.94,103.997,112.017,147.687, 50.0, 21.2
  0.96,103.569,111.999,146.993, 50.0, 19.3
  0.98,103.760,112.002,147.335, 50.0, 19.6
  1.00,103.558,111.924,147.300, 50.0, 20.6
  1.02,103.466,111.931,147.056, 50.0, 20.5
  1.04,104.152,112.297,147.473, 50.0, 19.4
  1.06,104.087,112.368,147.298, 50.0, 20.9
  1.08,103.799,112.182,147.041, 50.0, 19.9
  1.10,104.286,112.429,147.515, 50.0, 20.7
  1.12,104.350,112.340,147.777, 50.0, 19.0
  1.14,103.859,112.311,147.205, 50.0, 19.8
  1.16,104.099,112.377,147.538, 50.0, 20.2
  1.18,104.095,112.409,147.594, 50.0, 19.8
  1.20,103.898,112.245,147.378, 50.0, 18.8
  1.22,104.326,112.429,148.134, 50.0, 20.4
  1.24,104.358,112.117,148.255, 50.0, 20.6
  1.26,103.720,112.145,147.572, 50.0, 20.6
  1.28,104.306,112.264,148.017, 50.0, 19.4
  1.30,104.039,112.204,147.868, 50.0, 20.8
  1.32,103.678,112.132,147.734, 50.0, 20.5
  1.34,104.098,112.246,148.072, 50.0, 20.4
  1.36,104.060,112.248,147.974, 50.0, 19.6
  1.38,103.754,112.177,147.634, 50.0, 19.0
  1.40,104.147,112.344,147.893, 50.0, 21.0
  1.42,104.176,112.360,147.737, 50.0, 20.5
  1.44,103.980,112.431,147.410, 50.0, 20.0
  1.46,104.685,112.645,148.076, 50.0, 19.5
  1.48,104.488,112.449,147.858, 50.0, 21.2
  1.50,104.120,112.420,147.473, 50.0, 20.1
  1.52,104.696,112.736,147.853, 50.0, 21.1
  1.54,104.621,112.683,147.868, 50.0, 19.6
  1.56,103.963,112.180,147.544, 50.0, 19.6
  1.58,104.378,112.383,147.832, 50.0, 19.6
  1.60,104.288,112.374,147.697, 50.0, 20.3
  1.62,104.033,112.260,147.518, 50.0, 18.2
  1.64,104.210,112.336,147.974, 50.0, 20.8
  1.66,104.189,112.335,147.926, 50.0, 19.9
  1.68,104.015,112.305,147.644, 50.0, 19.9
  1.70,104.447,112.338,148.476, 50.0, 19.3
  1.72,104.582,112.312,148.812, 50.0, 20.3
  1.74,103.782,112.308,148.168, 50.0, 20.4
  1.76,104.330,112.534,148.439, 50.0, 20.4
  1.78,104.287,112.536,148.430, 50.0, 18.8
  1.80,104.021,112.411,148.301, 50.0, 20.2
  1.82,104.440,112.597,148.798, 50.0, 21.4
  1.84,104.614,112.448,149.073, 50.0, 20.8
  1.86,104.024,112.452,148.914, 50.0, 19.1
  1.88,104.351,112.622,149.153, 50.0, 19.7
  1.90,104.307,112.495,149.292, 50.0, 20.9
  1.92,103.989,112.524,148.886, 50.0, 19.2
  1.94,104.114,112.785,148.953, 50.0, 21.0
  1.96,104.163,112.300,149.266, 50.0, 19.4
  1.98,103.696,112.370,148.786, 50.0, 19.4
  2.00,104.219,112.534,149.433, 50.0, 18.9
  2.02,104.480,112.495,149.926, 50.0, 20.7
  2.04,104.135,112.697,149.534, 50.0, 19.1
  2.06,104.473,112.792,149.818, 50.0, 21.4
  2.08,104.594,112.466,149.775, 50.0, 20.3
  2.10,104.129,112.533,149.429, 50.0, 19.8
  2.12,104.501,112.745,149.927, 50.0, 19.8
  2.14,104.463,112.838,149.921, 50.0, 19.1
