0.02,104.47,115.347,160.844,50,12.8
0.04,104.458,115.335,160.832,50,11.6
0.06,104.221,115.097,160.595,50,20.8
0.08,104.262,115.122,160.622,50,25.7
0.1,104.28,115.134,160.636,50,25.7
0.12,104.261,115.121,160.606,50,25.7
0.14,104.443,115.23,160.773,50,25
0.16,104.502,115.287,160.855,50,26.3
0.18,104.307,115.157,160.604,50,23.8
0.2,104.618,115.216,160.84,50,22.2
0.22,104.533,115.164,160.76,50,13.2
0.24,104.246,115.058,160.385,50,23.8
0.26,104.823,115.221,160.914,50,25
0.28,104.691,115.242,160.793,50,25
0.3,104.137,115.122,160.113,50,23.3
0.32,104.656,115.119,160.586,50,25.7
0.34,104.582,115.171,160.545,50,25.7
0.36,104.783,114.897,160.661,50,22.7
0.38,104.948,114.848,160.793,50,23.8
0.4,104.807,114.777,160.708,50,24.4
0.42,104.13,114.887,160.183,50,22.7
0.44,104.819,114.667,160.602,50,23.8
0.46,104.651,114.582,160.732,50,25.7
0.48,103.883,114.739,160.042,50,23.8
0.5,104.644,114.522,160.542,50,25
0.52,104.413,114.391,160.25,50,25
0.54,103.757,114.391,159.641,50,23.8
0.56,104.288,114.376,160.162,50,26.3
0.58,104.31,114.376,160.081,50,23.3
0.6,103.665,114.453,159.745,50,23.8
0.62,104.246,114.399,160.321,50,24.4
0.64,104.326,114.468,160.203,50,25
0.66,103.914,114.581,159.801,50,22.2
0.68,104.41,114.563,160.216,50,23.3
0.7,104.457,114.473,160.422,50,25.7
0.72,103.905,114.56,160.018,50,23.3
0.74,104.483,114.504,160.637,50,24.4
0.76,104.41,114.603,160.444,50,24.4
0.78,103.681,114.729,159.95,50,23.8
0.8,104.2,114.703,160.471,50,25.7
0.82,104.522,114.687,160.479,50,24.4
0.84,103.762,114.81,160.068,50,23.8
0.86,104.485,114.771,160.572,50,23.8
0.88,104.531,114.781,160.501,50,23.8
0.9,104.056,114.932,160.06,50,23.8
0.92,104.579,114.797,160.704,50,25
0.94,104.64,114.848,160.582,50,17
0.96,104.044,114.749,160.059,50,21.3
0.98,104.188,114.42,160.057,50,17.6
1,103.958,114.371,160.016,50,25
1.02,103.679,114.504,159.63,50,23.8
1.04,104.341,114.335,160.166,50,21.8
1.06,104.366,114.298,160.153,50,26.3
1.08,103.693,114.352,159.596,50,25
1.1,104.155,114.193,159.95,50,26.4
1.12,104.105,114.099,159.996,50,25
1.14,103.606,114.285,159.501,50,23.3
1.16,104.101,114.224,160.061,50,25.7
1.18,104.137,114.232,160.158,50,24
1.2,103.653,114.336,159.616,50,22.7
1.22,104.539,114.36,160.351,50,25.7
1.24,104.551,114.38,160.233,50,26.3
1.26,103.67,114.482,159.672,50,24.4
1.28,104.464,114.385,160.303,50,25
1.3,104.599,114.431,160.315,50,25.7
1.32,103.893,114.598,159.808,50,24.4
1.34,104.435,114.477,160.391,50,26.3
1.36,104.381,114.466,160.451,50,23.8
1.38,103.917,114.632,159.879,50,23.8
1.4,104.431,114.532,160.463,50,25
1.42,104.255,114.475,160.321,50,25.7
1.44,103.796,114.608,159.726,50,23.3
1.46,104.266,114.426,160.443,50,25.7
1.48,104.227,114.424,160.278,50,25
1.5,103.386,114.546,159.595,50,23.3
1.52,104.041,114.446,160.336,50,25.7
1.54,104.183,114.489,160.293,50,25
1.56,103.577,114.667,159.734,50,24.4
1.58,104.359,114.467,160.259,50,23.8
1.6,104.267,114.426,160.149,50,24.4
1.62,103.472,114.487,159.542,50,23.8
1.64,103.819,114.536,159.828,50,25.7
1.66,103.968,114.248,159.928,50,25
1.68,103.386,114.286,159.401,50,22.7
1.7,103.932,114.244,159.824,50,23.8
1.72,104.09,114.098,159.954,50,15.6
1.74,103.212,114.084,158.978,50,21.8
1.76,103.805,113.97,159.634,50,27.1
1.78,103.802,113.984,159.669,50,26.3
1.8,103.252,114.06,159.256,50,23.3
1.82,103.64,114.277,159.631,50,25
1.84,103.938,114.125,159.783,50,23.8
1.86,103.402,114.271,159.301,50,23.8
1.88,103.93,114.551,159.705,50,25.7
1.9,104.216,114.362,159.958,50,25.7
1.92,103.691,114.564,159.539,50,24.4
1.94,103.972,115.008,159.865,50,26.3
1.96,104.045,114.964,159.877,50,25.7
1.98,104.052,114.955,159.738,50,24.4
2,104.404,115.072,160.182,50,25
2.02,104.723,115.015,160.662,50,25.7
2.04,104.365,115.234,160.319,50,24.4
2.06,105.051,115.644,161.129,50,25
2.08,105.455,115.613,161.481,50,25.7
2.1,105.22,116.008,161.425,50,24.4
2.12,106.054,116.542,162.334,50,26.3
2.14,106.334,116.423,162.609,50,25.7
2.16,105.936,116.803,162.358,50,23.3
2.18,106.793,117.091,163.281,50,23.8
2.2,106.872,116.904,163.469,50,26.3
2.22,106.291,117.105,163.195,50,23.3
2.24,107.259,117.125,164.042,50,24.4
