0.02,144.056094,144.056094,144.056094
0.04,144.087813,144.087813,144.087813
0.06,144.143906,144.143906,144.143906
0.08,144.050781,144.050781,144.050781
0.1,144.118906,144.118906,144.118906
0.12,144.177812,144.177812,144.177812
0.14,144.204375,144.204375,144.204375
0.16,144.145,144.145,144.145
0.18,144.240625,144.240625,144.240625
0.2,144.256094,144.256094,144.256094
0.22,144.334219,144.334219,144.334219
0.24,144.280625,144.280625,144.280625
0.26,144.245,144.245,144.245
0.28,144.29375,144.29375,144.29375
0.3,144.103281,144.103281,144.103281
0.32,144.1,144.1,144.1
0.34,143.984219,143.984219,143.984219
0.36,143.977812,143.977812,143.977812
0.38,143.925781,143.925781,143.925781
0.4,143.990469,143.990469,143.990469
0.42,143.899063,143.899063,143.899063
0.44,143.827344,143.827344,143.827344
0.46,143.933437,143.933437,143.933437
0.48,143.782187,143.782187,143.782187
0.5,143.87625,143.87625,143.87625
0.52,143.866719,143.866719,143.866719
0.54,143.806406,143.806406,143.806406
0.56,143.932344,143.932344,143.932344
0.58,143.914062,143.914062,143.914062
0.6,143.867969,143.867969,143.867969
0.62,143.819844,143.819844,143.819844
0.64,143.875781,143.875781,143.875781
0.66,143.724219,143.724219,143.724219
0.68,143.854688,143.854688,143.854688
0.7,143.8975,143.8975,143.8975
0.72,143.84,143.84,143.84
0.74,143.953906,143.953906,143.953906
0.76,143.891406,143.891406,143.891406
0.78,143.846563,143.846563,143.846563
0.8,143.94625,143.94625,143.94625
0.82,143.958906,143.958906,143.958906
0.84,143.866562,143.866562,143.866562
0.86,143.869687,143.869687,143.869687
0.88,143.994531,143.994531,143.994531
0.9,143.906094,143.906094,143.906094
0.92,144.030625,144.030625,144.030625
0.94,144.042812,144.042812,144.042812
0.96,143.949062,143.949062,143.949062
0.98,144.099375,144.099375,144.099375
1,144.017188,144.017188,144.017188
1.02,144.045625,144.045625,144.045625
1.04,143.984844,143.984844,143.984844
1.06,143.950938,143.950938,143.950938
1.08,144.012656,144.012656,144.012656
1.1,144.043125,144.043125,144.043125
1.12,144.183125,144.183125,144.183125
1.14,144.048438,144.048438,144.048438
1.16,144.180937,144.180937,144.180937
1.18,144.174531,144.174531,144.174531
1.2,144.115312,144.115312,144.115312
1.22,144.137188,144.137188,144.137188
1.24,143.990156,143.990156,143.990156
1.26,143.91125,143.91125,143.91125
1.28,143.983438,143.983438,143.983438
1.3,143.972187,143.972187,143.972187
1.32,143.8075,143.8075,143.8075
1.34,143.816094,143.816094,143.816094
1.36,143.873281,143.873281,143.873281
1.38,143.833906,143.833906,143.833906
1.4,143.867813,143.867813,143.867813
1.42,143.929375,143.929375,143.929375
1.44,143.873437,143.873437,143.873437
1.46,143.86,143.86,143.86
1.48,143.984531,143.984531,143.984531
1.5,143.8125,143.8125,143.8125
1.52,143.929219,143.929219,143.929219
1.54,143.874063,143.874063,143.874063
1.56,143.875469,143.875469,143.875469
1.58,143.862344,143.862344,143.862344
1.6,143.894844,143.894844,143.894844
1.62,143.719063,143.719063,143.719063
1.64,143.836406,143.836406,143.836406
1.66,143.898438,143.898438,143.898438
1.68,143.851406,143.851406,143.851406
1.7,144.066563,144.066563,144.066563
1.72,143.954375,143.954375,143.954375
1.74,143.876875,143.876875,143.876875
1.76,143.788594,143.788594,143.788594
1.78,143.652344,143.652344,143.652344
1.8,143.364688,143.364688,143.364688
1.82,143.353594,143.353594,143.353594
1.84,143.327969,143.327969,143.327969
1.86,143.386406,143.386406,143.386406
1.88,143.646875,143.646875,143.646875
1.9,143.743906,143.743906,143.743906
1.92,143.735156,143.735156,143.735156
1.94,144.008125,144.008125,144.008125
1.96,144.101562,144.101562,144.101562
1.98,144.042812,144.042812,144.042812
2,144.245625,144.245625,144.245625
2.02,144.328281,144.328281,144.328281
2.04,144.269844,144.269844,144.269844
2.06,144.310313,144.310313,144.310313
2.08,144.333281,144.333281,144.333281
2.1,144.1775,144.1775,144.1775
2.12,144.143906,144.143906,144.143906
2.14,144.140312,144.140312,144.140312
2.16,144.121094,144.121094,144.121094
2.18,144.146875,144.146875,144.146875
2.2,144.042969,144.042969,144.042969
2.22,143.926875,143.926875,143.926875
2.24,144.025625,144.025625,144.025625
2.26,144.049688,144.049688,144.049688
2.28,143.977188,143.977188,143.977188
2.3,143.951719,143.951719,143.951719
2.32,143.987656,143.987656,143.987656
2.34,144.02375,144.02375,144.02375
2.36,144.040156,144.040156,144.040156
2.38,144.017188,144.017188,144.017188
2.4,143.929688,143.929688,143.929688
2.42,144.002813,144.002813,144.002813
2.44,143.938906,143.938906,143.938906
2.46,143.915781,143.915781,143.915781
2.48,143.982344,143.982344,143.982344
2.5,144.012188,144.012188,144.012188
2.52,143.983281,143.983281,143.983281
2.54,143.948281,143.948281,143.948281
2.56,143.945312,143.945312,143.945312
2.58,143.91125,143.91125,143.91125
2.6,144.004063,144.004063,144.004063
2.62,143.991094,143.991094,143.991094
2.64,143.958594,143.958594,143.958594
2.66,144.089063,144.089063,144.089063
2.68,144.095781,144.095781,144.095781
2.7,143.969844,143.969844,143.969844
2.72,144.116562,144.116562,144.116562
2.74,144.156094,144.156094,144.156094
2.76,144.0725,144.0725,144.0725
2.78,144.164375,144.164375,144.164375
2.8,144.192656,144.192656,144.192656
2.82,144.095937,144.095937,144.095937
2.84,144.221875,144.221875,144.221875
2.86,144.173125,144.173125,144.173125
2.88,144.194375,144.194375,144.194375
2.9,144.254219,144.254219,144.254219
2.92,144.364531,144.364531,144.364531
2.94,144.270938,144.270938,144.270938
2.96,144.2775,144.2775,144.2775
2.98,144.350781,144.350781,144.350781
3,144.216875,144.216875,144.216875
3.02,144.134219,144.134219,144.134219
3.04,144.019219,144.019219,144.019219
3.06,143.928125,143.928125,143.928125
