    4.3000,  124.9644
    4.3333,  124.9140
    4.3667,  124.8741
    4.4000,  124.6941
    4.4333,  124.6599
    4.4667,  124.5625
    4.5000,  124.6387
    4.5333,  124.5305
    4.5667,  124.4621
    4.6000,  124.6463
    4.6333,  125.0529
    4.6667,  125.2557
    4.7000,  125.1367
    4.7333,  125.0062
    4.7667,  125.1061
    4.8000,  125.1173
    4.8333,  125.1912
    4.8667,  125.1028
    4.9000,  124.9409
    4.9333,  124.9358
    4.9667,  124.7076
    5.0000,  124.7225
    5.0333,  124.5293
    5.0667,  124.4296
    5.1000,  124.4126
    5.1333,  124.5149
    5.1667,  124.7738
    5.2000,  124.8204
    5.2333,  124.8591
    5.2667,  124.8936
    5.3000,  124.9317
    5.3333,  124.9214
    5.3667,  124.9050
    5.4000,  124.8788
    5.4333,  124.6996
    5.4667,  124.6473
    5.5000,  124.5753
    5.5333,  124.4943
    5.5667,  124.4243
    5.6000,  124.3475
    5.6333,  124.2584
    5.6667,  124.2890
    5.7000,  124.4946
    5.7333,  124.4728
    5.7667,  124.6404
    5.8000,  124.7280
    5.8333,  124.8328
    5.8667,  124.8059
    5.9000,  124.8099
    5.9333,  124.7160
    5.9667,  124.5849
    6.0000,  124.5137
    6.0333,  124.4566
    6.0667,  124.5024
    6.1000,  124.3682
    6.1333,  124.3675
    6.1667,  124.3175
    6.2000,  124.2823
    6.2333,  124.3872
    6.2667,  124.5634
    6.3000,  124.6543
    6.3333,  124.7138
    6.3667,  124.7365
    6.4000,  124.8998
    6.4333,  124.8718
    6.4667,  124.9033
    6.5000,  124.8887
    6.5333,  124.8489
    6.5667,  125.0540
    6.6000,  125.1742
    6.6333,  125.2396
    6.6667,  125.1697
    6.7000,  125.1800
    6.7333,  125.2325
    6.7667,  125.0927
    6.8000,  124.9779
    6.8333,  124.9052
    6.8667,  124.8736
    6.9000,  124.7642
    6.9333,  124.7031
    6.9667,  124.5263
    7.0000,  124.3135
    7.0333,  124.1455
    7.0667,  124.1173
    7.1000,  124.0115
    7.1333,  123.8580
    7.1667,  123.7370
    7.2000,  123.6429
    7.2333,  123.5492
    7.2667,  123.6412
    7.3000,  123.8737
    7.3333,  123.9069
    7.3667,  123.9982
    7.4000,  123.9253
    7.4333,  123.9934
    7.4667,  123.9630
    7.5000,  124.0001
    7.5333,  123.9452
    7.5667,  123.8888
    7.6000,  123.8576
    7.6333,  123.8047
    7.6667,  123.7593
    7.7000,  123.5631
    7.7333,  123.6144
    7.7667,  123.7258
    7.8000,  123.7856
    7.8333,  123.8994
    7.8667,  124.0404
    7.9000,  124.0305
    7.9333,  124.0473
    7.9667,  124.0768
    8.0000,  124.1452
    8.0333,  124.0120
    8.0667,  123.9070
    8.1000,  123.7702
    8.1333,  123.7014
    8.1667,  123.6360
    8.2000,  123.5884
    8.2333,  123.7069
    8.2667,  123.8919
    8.3000,  124.0296
    8.3333,  124.0007
    8.3667,  124.0105
    8.4000,  124.1098
    8.4333,  124.1488
    8.4667,  124.2461
    8.5000,  124.2140
    8.5333,  124.1359
    8.5667,  124.0847
    8.6000,  124.0686
    8.6333,  123.9406
    8.6667,  123.8847
    8.7000,  123.8532
    8.7333,  123.6597
    8.7667,  123.6869
    8.8000,  123.9560
    8.8333,  124.0522
    8.8667,  124.1309
    8.9000,  124.2211
    8.9333,  124.3242
    8.9667,  124.3511
    9.0000,  124.3321
    9.0333,  124.3040
    9.0667,  124.2780
    9.1000,  124.1828
    9.1333,  124.1693
    9.1667,  124.0456
    9.2000,  123.9774
    9.2333,  123.9405
    9.2667,  124.0703
    9.3000,  124.1736
    9.3333,  124.3850
    9.3667,  124.4261
    9.4000,  124.5426
    9.4333,  124.6831
    9.4667,  124.7491
    9.5000,  124.6829
    9.5333,  124.5964
    9.5667,  124.5423
    9.6000,  124.5262
    9.6333,  124.4309
    9.6667,  124.3697
    9.7000,  124.2946
    9.7333,  124.1336
    9.7667,  124.2554
    9.8000,  124.3392
    9.8333,  124.6215
    9.8667,  125.1215
    9.9000,  125.1712
    9.9333,  125.1271
    9.9667,  125.1390
   10.0000,  125.1871
   10.0333,  125.1812
   10.0667,  125.1350
   10.1000,  124.9554
   10.1333,  124.8699
   10.1667,  124.8026
   10.2000,  124.6672
   10.2333,  124.4407
   10.2667,  124.3654
   10.3000,  124.2709
   10.3333,  124.3277
   10.3667,  124.4846
   10.4000,  124.6188
   10.4333,  124.6970
   10.4667,  124.6737
   10.5000,  124.7709
   10.5333,  124.7500
   10.5667,  124.7508
   10.6000,  124.5597
   10.6333,  124.4910
   10.6667,  124.2746
   10.7000,  124.2701
   10.7333,  124.0095
   10.7667,  123.9921
   10.8000,  123.6858
   10.8333,  123.7183
   10.8667,  123.8768
   10.9000,  123.9742
   10.9333,  124.1582
   10.9667,  124.3106
   11.0000,  124.3734
   11.0333,  124.2799
   11.0667,  124.3012
   11.1000,  124.3488
   11.1333,  124.3577
   11.1667,  124.0887
   11.2000,  124.0237
   11.2333,  124.0261
   11.2667,  123.8197
   11.3000,  123.8155
   11.3333,  123.6534
   11.3667,  123.5926
   11.4000,  123.5001
   11.4333,  123.6958
   11.4667,  123.8635
   11.5000,  123.8902
   11.5333,  123.9527
   11.5667,  124.0099
   11.6000,  124.0453
   11.6333,  124.1935
   11.6667,  123.9496
   11.7000,  123.9364
   11.7333,  124.0277
   11.7667,  123.8849
   11.8000,  123.4547
   11.8333,  123.4562
   11.8667,  123.4782
   11.9000,  123.3532
   11.9333,  123.3149
   11.9667,  123.4520
   12.0000,  123.5789
   12.0333,  123.8755
   12.0667,  123.9235
   12.1000,  124.0413
   12.1333,  124.0332
   12.1667,  123.9584
   12.2000,  124.0943
   12.2333,  124.0612
   12.2667,  124.0763
   12.3000,  123.9580
   12.3333,  123.8788
   12.3667,  123.8215
   12.4000,  123.6647
   12.4333,  123.4878
   12.4667,  123.5628
   12.5000,  123.8087
   12.5333,  123.8671
   12.5667,  124.0529
   12.6000,  124.1213
   12.6333,  124.1068
   12.6667,  124.2622
   12.7000,  124.2767
   12.7333,  124.2652
   12.7667,  124.1314
   12.8000,  124.0282
   12.8333,  123.9245
   12.8667,  123.8498
   12.9000,  123.8210
   12.9333,  123.6748
   12.9667,  123.5815
   13.0000,  123.5759
   13.0333,  123.6487
   13.0667,  123.9226
   13.1000,  124.0479
   13.1333,  124.1476
   13.1667,  124.1540
   13.2000,  124.2694
   13.2333,  124.3148
   13.2667,  124.2509
   13.3000,  124.2539
   13.3333,  124.2597
   13.3667,  124.1949
   13.4000,  124.1915
   13.4333,  124.0729
   13.4667,  123.9031
   13.5000,  123.8020
   13.5333,  124.3086
   13.5667,  124.1642
   13.6000,  124.4317
   13.6333,  124.2540
   13.6667,  124.4281
   13.7000,  124.3370
   13.7333,  124.3228
   13.7667,  124.3658
   13.8000,  124.1812
   13.8333,  124.1086
   13.8667,  124.1859
   13.9000,  123.9999
   13.9333,  123.8442
   13.9667,  123.8920
   14.0000,  124.2297
   14.0333,  124.3782
   14.0667,  124.4421
   14.1000,  124.5525
   14.1333,  124.4868
   14.1667,  124.4929
   14.2000,  124.5111
   14.2333,  124.4747
   14.2667,  124.4394
   14.3000,  124.3230
   14.3333,  124.3637
   14.3667,  124.1479
   14.4000,  124.4848
   14.4333,  124.5156
   14.4667,  124.6351
   14.5000,  124.7894
   14.5333,  124.6373
   14.5667,  124.6875
   14.6000,  124.6704
   14.6333,  124.6889
   14.6667,  124.4859
   14.7000,  124.4115
   14.7333,  124.4919
   14.7667,  124.3368
   14.8000,  123.8816
   14.8333,  123.8065
   14.8667,  123.8600
   14.9000,  124.1599
   14.9333,  124.1841
   14.9667,  124.1705
   15.0000,  124.3578
   15.0333,  124.2327
   15.0667,  124.1603
   15.1000,  124.1587
   15.1333,  124.0644
   15.1667,  124.1007
   15.2000,  123.9601
   15.2333,  123.8562
   15.2667,  123.7272
   15.3000,  123.5997
   15.3333,  123.7111
   15.3667,  123.9325
   15.4000,  124.0042
   15.4333,  124.0301
   15.4667,  124.1174
   15.5000,  124.1438
   15.5333,  124.1776
   15.5667,  124.2139
   15.6000,  124.1738
   15.6333,  124.1215
   15.6667,  124.0253
   15.7000,  124.0270
   15.7333,  123.8390
   15.7667,  123.7347
   15.8000,  123.7514
   15.8333,  123.7834
   15.8667,  123.9312
   15.9000,  124.0216
   15.9333,  124.1674
   15.9667,  124.0858
   16.0000,  124.1606
   16.0333,  124.1485
   16.0667,  124.0401
   16.1000,  124.0856
   16.1333,  124.0322
   16.1667,  123.8289
   16.2000,  123.8292
   16.2333,  123.7353
   16.2667,  123.6202
   16.3000,  123.4958
   16.3333,  123.5406
   16.3667,  123.5150
   16.4000,  123.6767
   16.4333,  123.8154
   16.4667,  123.8786
   16.5000,  124.0186
   16.5333,  124.0683
   16.5667,  124.0556
   16.6000,  124.0879
   16.6333,  123.9581
   16.6667,  123.9080
   16.7000,  123.7896
   16.7333,  123.7972
   16.7667,  123.7425
   16.8000,  123.5675
   16.8333,  123.4855
   16.8667,  123.4963
   16.9000,  123.6514
   16.9333,  123.8111
   16.9667,  123.9931
   17.0000,  124.0416
   17.0333,  124.0324
   17.0667,  124.1278
   17.1000,  124.1029
   17.1333,  124.1412
   17.1667,  124.1229
   17.2000,  124.0807
   17.2333,  123.9640
   17.2667,  123.8863
   17.3000,  123.8385
   17.3333,  123.6852
   17.3667,  123.5948
   17.4000,  123.6177
   17.4333,  123.7567
   17.4667,  123.8181
   17.5000,  123.8676
   17.5333,  123.9880
   17.5667,  123.9544
   17.6000,  123.9561
   17.6333,  123.9930
   17.6667,  123.9098
   17.7000,  123.8307
   17.7333,  123.7845
   17.7667,  123.6860
   17.8000,  123.6078
   17.8333,  123.5495
