    0.0333,  255.0000
    0.0667,  187.0768
    0.1000,  180.5847
    0.1333,  173.7204
    0.1667,  170.7914
    0.2000,  168.4060
    0.2333,  167.0717
    0.2667,  166.1039
    0.3000,  155.6534
    0.3333,  142.1995
    0.3667,  137.7892
    0.4000,  132.3871
    0.4333,  130.7157
    0.4667,  128.4823
    0.5000,  127.3189
    0.5333,  126.0433
    0.5667,  125.3279
    0.6000,  129.2506
    0.6333,  128.5722
    0.6667,  128.0261
    0.7000,  127.6173
    0.7333,  127.2364
    0.7667,  127.1923
    0.8000,  126.5219
    0.8333,  126.4452
    0.8667,  126.1242
    0.9000,  126.0113
    0.9333,  125.6627
    0.9667,  125.4061
    1.0000,  125.4315
    1.0333,  125.4547
    1.0667,  125.5350
    1.1000,  125.5431
    1.1333,  125.5357
    1.1667,  125.6135
    1.2000,  125.6429
    1.2333,  125.3726
    1.2667,  125.4203
    1.3000,  125.3658
    1.3333,  125.4153
    1.3667,  125.4244
    1.4000,  125.3618
    1.4333,  125.3143
    1.4667,  125.1682
    1.5000,  125.1175
    1.5333,  125.0443
    1.5667,  124.9756
    1.6000,  125.0875
    1.6333,  125.1764
    1.6667,  125.3151
    1.7000,  125.5101
    1.7333,  125.5588
    1.7667,  125.6553
    1.8000,  125.6224
    1.8333,  125.5319
    1.8667,  125.4956
    1.9000,  125.4997
    1.9333,  125.4931
    1.9667,  125.4162
    2.0000,  125.4098
    2.0333,  125.3138
    2.0667,  125.3106
    2.1000,  124.8584
    2.1333,  124.9938
    2.1667,  125.2185
    2.2000,  125.2884
    2.2333,  125.3951
    2.2667,  125.5952
    2.3000,  125.6302
    2.3333,  125.6093
    2.3667,  125.4637
    2.4000,  125.5352
    2.4333,  125.4238
    2.4667,  125.3922
    2.5000,  125.3321
    2.5333,  125.1657
    2.5667,  125.1441
    2.6000,  125.0583
    2.6333,  125.0095
    2.6667,  124.9542
    2.7000,  124.9554
    2.7333,  124.9107
    2.7667,  124.8933
    2.8000,  125.0405
    2.8333,  125.1934
    2.8667,  125.3041
    2.9000,  125.4159
    2.9333,  125.4436
    2.9667,  125.4316
    3.0000,  125.4762
    3.0333,  125.5140
    3.0667,  125.5543
    3.1000,  125.6536
    3.1333,  125.5524
    3.1667,  125.3918
    3.2000,  125.3677
    3.2333,  125.3403
    3.2667,  125.2596
    3.3000,  125.1700
    3.3333,  125.1531
    3.3667,  125.1612
    3.4000,  125.0931
    3.4333,  125.6610
    3.4667,  125.7559
    3.5000,  125.9704
    3.5333,  126.1583
    3.5667,  126.2558
    3.6000,  126.3129
    3.6333,  126.3383
    3.6667,  126.3513
    3.7000,  126.3366
    3.7333,  126.2599
    3.7667,  126.2809
    3.8000,  126.1368
    3.8333,  126.1371
    3.8667,  125.6495
    3.9000,  125.5674
    3.9333,  125.3388
    3.9667,  125.3132
    4.0000,  125.2114
    4.0333,  125.2179
    4.0667,  125.4342
    4.1000,  126.0839
    4.1333,  125.7202
    4.1667,  125.4642
    4.2000,  125.1255
    4.2333,  125.0316
    4.2667,  124.9916
