    0.0200,  255.0000
    0.0400,  255.0000
    0.0600,  255.0000
    0.0800,  255.0000
    0.1000,  255.0000
    0.1200,  255.0000
    0.1400,  255.0000
    0.1600,  255.0000
    0.1800,  255.0000
    0.2000,  255.0000
    0.2200,  255.0000
    0.2400,  255.0000
    0.2600,  255.0000
    0.2800,  255.0000
    0.3000,  255.0000
    0.3200,  255.0000
    0.3400,  255.0000
    0.3600,  255.0000
    0.3800,  255.0000
    0.4000,  255.0000
    0.4200,  255.0000
    0.4400,  255.0000
    0.4600,  255.0000
    0.4800,  255.0000
    0.5000,  255.0000
    0.5200,  255.0000
    0.5400,  255.0000
    0.5600,  255.0000
    0.5800,  255.0000
    0.6000,  255.0000
    0.6200,  255.0000
    0.6400,  255.0000
    0.6600,  255.0000
    0.6800,  255.0000
    0.7000,  255.0000
    0.7200,  255.0000
    0.7400,  255.0000
    0.7600,  255.0000
    0.7800,  255.0000
    0.8000,  255.0000
    0.8200,  255.0000
    0.8400,  255.0000
    0.8600,  255.0000
    0.8800,  255.0000
    0.9000,  255.0000
    0.9200,  255.0000
    0.9400,  255.0000
    0.9600,  255.0000
    0.9800,  255.0000
    1.0000,  255.0000
    1.0200,  255.0000
    1.0400,  255.0000
    1.0600,  255.0000
    1.0800,  255.0000
    1.1000,  255.0000
    1.1200,  255.0000
    1.1400,  255.0000
    1.1600,  255.0000
    1.1800,  255.0000
    1.2000,  255.0000
    1.2200,  255.0000
    1.2400,  255.0000
    1.2600,  255.0000
    1.2800,  255.0000
    1.3000,  255.0000
    1.3200,  255.0000
    1.3400,  255.0000
    1.3600,  255.0000
    1.3800,  255.0000
    1.4000,  255.0000
    1.4200,  255.0000
    1.4400,  255.0000
    1.4600,  255.0000
    1.4800,  255.0000
    1.5000,  255.0000
    1.5200,  255.0000
    1.5400,  255.0000
    1.5600,  255.0000
    1.5800,  255.0000
    1.6000,  255.0000
    1.6200,  255.0000
    1.6400,  255.0000
    1.6600,  255.0000
    1.6800,  255.0000
    1.7000,  255.0000
    1.7200,  255.0000
    1.7400,  255.0000
    1.7600,  255.0000
    1.7800,  255.0000
    1.8000,  255.0000
    1.8200,  255.0000
    1.8400,  255.0000
    1.8600,  255.0000
    1.8800,  255.0000
    1.9000,  255.0000
